Data,Ryzyko_RF,Prawd_RF,Ryzyko_LSTM,Prawd_LSTM,Alert_Systemowy
2025-03-09,niskie,0.216,niskie,0.081,NIE
2025-03-10,niskie,0.353,niskie,0.236,NIE
2025-03-11,niskie,0.21,niskie,0.239,NIE
2025-03-12,niskie,0.177,niskie,0.035,NIE
2025-03-13,niskie,0.383,niskie,0.073,NIE
2025-03-14,niskie,0.483,niskie,0.065,NIE
2025-03-15,niskie,0.38,niskie,0.032,NIE
2025-03-16,niskie,0.328,niskie,0.057,NIE
2025-03-17,średnie,0.536,niskie,0.148,NIE
2025-03-18,niskie,0.151,niskie,0.176,NIE
2025-03-19,niskie,0.152,niskie,0.313,NIE
2025-03-20,niskie,0.07,niskie,0.366,NIE
2025-03-21,niskie,0.104,niskie,0.195,NIE
2025-03-22,niskie,0.078,niskie,0.169,NIE
2025-03-23,niskie,0.093,niskie,0.15,NIE
2025-03-24,niskie,0.152,niskie,0.084,NIE
2025-03-25,niskie,0.081,niskie,0.033,NIE
2025-03-26,niskie,0.13,niskie,0.025,NIE
2025-03-27,niskie,0.041,niskie,0.009,NIE
2025-03-28,niskie,0.061,niskie,0.012,NIE
2025-03-29,niskie,0.03,niskie,0.009,NIE
2025-03-30,niskie,0.076,niskie,0.01,NIE
2025-03-31,niskie,0.138,niskie,0.022,NIE
2025-04-01,niskie,0.17,niskie,0.045,NIE
2025-04-02,niskie,0.056,niskie,0.038,NIE
2025-04-03,niskie,0.018,niskie,0.088,NIE
2025-04-04,niskie,0.041,niskie,0.168,NIE
2025-04-05,niskie,0.374,niskie,0.345,NIE
2025-04-06,niskie,0.144,niskie,0.239,NIE
2025-04-07,niskie,0.055,niskie,0.092,NIE
2025-04-08,niskie,0.049,niskie,0.03,NIE
2025-04-09,niskie,0.176,niskie,0.055,NIE
2025-04-10,niskie,0.227,niskie,0.039,NIE
2025-04-11,niskie,0.168,niskie,0.062,NIE
2025-04-12,niskie,0.037,niskie,0.022,NIE
2025-04-13,niskie,0.028,niskie,0.022,NIE
2025-04-14,niskie,0.183,niskie,0.071,NIE
2025-04-15,niskie,0.11,niskie,0.052,NIE
2025-04-16,niskie,0.069,niskie,0.033,NIE
2025-04-17,niskie,0.028,niskie,0.009,NIE
2025-04-18,niskie,0.018,niskie,0.012,NIE
2025-04-19,niskie,0.02,niskie,0.017,NIE
2025-04-20,niskie,0.007,niskie,0.019,NIE
2025-04-21,niskie,0.011,niskie,0.01,NIE
2025-04-22,niskie,0.207,niskie,0.118,NIE
2025-04-23,niskie,0.204,niskie,0.16,NIE
2025-04-24,niskie,0.112,niskie,0.083,NIE
2025-04-25,niskie,0.067,niskie,0.02,NIE
2025-04-26,niskie,0.09,niskie,0.02,NIE
2025-04-27,niskie,0.073,niskie,0.018,NIE
2025-04-28,niskie,0.03,niskie,0.044,NIE
2025-04-29,niskie,0.012,niskie,0.04,NIE
2025-04-30,niskie,0.037,niskie,0.03,NIE
2025-05-01,niskie,0.029,niskie,0.018,NIE
2025-05-02,niskie,0.197,niskie,0.054,NIE
2025-05-03,niskie,0.104,niskie,0.087,NIE
2025-05-04,niskie,0.268,niskie,0.235,NIE
2025-05-05,niskie,0.276,niskie,0.278,NIE
2025-05-06,niskie,0.114,niskie,0.117,NIE
2025-05-07,niskie,0.106,niskie,0.06,NIE
2025-05-08,niskie,0.117,niskie,0.067,NIE
2025-05-09,niskie,0.098,niskie,0.084,NIE
2025-05-10,niskie,0.083,niskie,0.086,NIE
2025-05-11,niskie,0.053,niskie,0.031,NIE
2025-05-12,niskie,0.024,niskie,0.021,NIE
2025-05-13,niskie,0.027,niskie,0.017,NIE
2025-05-14,niskie,0.151,niskie,0.031,NIE
2025-05-15,niskie,0.26,niskie,0.092,NIE
2025-05-16,niskie,0.271,niskie,0.403,NIE
2025-05-17,niskie,0.192,niskie,0.408,NIE
2025-05-18,niskie,0.156,niskie,0.261,NIE
2025-05-19,niskie,0.06,niskie,0.064,NIE
2025-05-20,niskie,0.07,niskie,0.031,NIE
2025-05-21,niskie,0.035,niskie,0.033,NIE
2025-05-22,niskie,0.023,niskie,0.025,NIE
2025-05-23,niskie,0.035,niskie,0.011,NIE
2025-05-24,niskie,0.021,niskie,0.005,NIE
2025-05-25,niskie,0.034,niskie,0.007,NIE
2025-05-26,niskie,0.046,niskie,0.011,NIE
2025-05-27,niskie,0.048,niskie,0.006,NIE
2025-05-28,niskie,0.089,niskie,0.03,NIE
2025-05-29,niskie,0.129,niskie,0.075,NIE
2025-05-30,niskie,0.088,niskie,0.042,NIE
2025-05-31,niskie,0.021,niskie,0.031,NIE
2025-06-01,niskie,0.134,niskie,0.123,NIE
2025-06-02,niskie,0.065,niskie,0.17,NIE
2025-06-03,niskie,0.081,niskie,0.118,NIE
2025-06-04,niskie,0.114,niskie,0.106,NIE
2025-06-05,niskie,0.147,niskie,0.124,NIE
2025-06-06,niskie,0.092,niskie,0.099,NIE
2025-06-07,niskie,0.079,niskie,0.151,NIE
2025-06-08,niskie,0.119,niskie,0.09,NIE
2025-06-09,niskie,0.286,niskie,0.34,NIE
2025-06-10,niskie,0.235,niskie,0.351,NIE
2025-06-11,niskie,0.176,niskie,0.264,NIE
2025-06-12,niskie,0.172,niskie,0.213,NIE
2025-06-13,niskie,0.044,niskie,0.094,NIE
2025-06-14,niskie,0.019,niskie,0.075,NIE
2025-06-15,niskie,0.031,niskie,0.076,NIE
2025-06-16,niskie,0.064,niskie,0.03,NIE
2025-06-17,niskie,0.041,niskie,0.029,NIE
2025-06-18,niskie,0.02,niskie,0.016,NIE
2025-06-19,niskie,0.069,niskie,0.017,NIE
2025-06-20,niskie,0.046,niskie,0.024,NIE
2025-06-21,niskie,0.009,niskie,0.018,NIE
2025-06-22,niskie,0.036,niskie,0.022,NIE
2025-06-23,niskie,0.236,niskie,0.096,NIE
2025-06-24,niskie,0.101,niskie,0.064,NIE
2025-06-25,niskie,0.132,niskie,0.115,NIE
2025-06-26,niskie,0.092,niskie,0.059,NIE
2025-06-27,niskie,0.078,niskie,0.045,NIE
2025-06-28,niskie,0.076,niskie,0.029,NIE
2025-06-29,niskie,0.042,niskie,0.012,NIE
2025-06-30,niskie,0.324,niskie,0.015,NIE
2025-07-01,niskie,0.051,niskie,0.007,NIE
2025-07-02,niskie,0.048,niskie,0.008,NIE
2025-07-03,niskie,0.105,niskie,0.019,NIE
2025-07-04,niskie,0.123,niskie,0.012,NIE
2025-07-05,niskie,0.089,niskie,0.029,NIE
2025-07-06,niskie,0.137,niskie,0.07,NIE
2025-07-07,niskie,0.166,niskie,0.275,NIE
2025-07-08,niskie,0.156,wysokie,0.716,TAK
2025-07-09,niskie,0.153,niskie,0.413,NIE
2025-07-10,niskie,0.091,niskie,0.093,NIE
2025-07-11,niskie,0.431,niskie,0.207,NIE
2025-07-12,średnie,0.537,średnie,0.501,NIE
2025-07-13,niskie,0.207,niskie,0.337,NIE
2025-07-14,niskie,0.161,niskie,0.219,NIE
2025-07-15,niskie,0.092,niskie,0.047,NIE
2025-07-16,niskie,0.112,niskie,0.094,NIE
2025-07-17,niskie,0.129,niskie,0.404,NIE
2025-07-18,niskie,0.042,niskie,0.07,NIE
2025-07-19,niskie,0.036,niskie,0.014,NIE
2025-07-20,niskie,0.028,niskie,0.009,NIE
2025-07-21,niskie,0.021,niskie,0.008,NIE
2025-07-22,niskie,0.125,niskie,0.03,NIE
2025-07-23,niskie,0.097,niskie,0.056,NIE
2025-07-24,niskie,0.06,niskie,0.026,NIE
2025-07-25,niskie,0.042,niskie,0.016,NIE
2025-07-26,niskie,0.023,niskie,0.017,NIE
2025-07-27,niskie,0.034,niskie,0.018,NIE
2025-07-28,niskie,0.235,niskie,0.428,NIE
2025-07-29,niskie,0.29,wysokie,0.703,TAK
2025-07-30,niskie,0.144,niskie,0.16,NIE
2025-07-31,niskie,0.079,niskie,0.012,NIE
2025-08-01,niskie,0.12,niskie,0.016,NIE
2025-08-02,niskie,0.144,niskie,0.061,NIE
2025-08-03,niskie,0.185,niskie,0.044,NIE
2025-08-04,niskie,0.162,niskie,0.166,NIE
2025-08-05,niskie,0.049,niskie,0.021,NIE
2025-08-06,niskie,0.115,niskie,0.02,NIE
2025-08-07,niskie,0.078,niskie,0.015,NIE
2025-08-08,niskie,0.02,niskie,0.01,NIE
2025-08-09,niskie,0.05,niskie,0.014,NIE
2025-08-10,niskie,0.034,niskie,0.011,NIE
2025-08-11,niskie,0.044,niskie,0.019,NIE
2025-08-12,niskie,0.002,niskie,0.014,NIE
2025-08-13,niskie,0.006,niskie,0.013,NIE
2025-08-14,niskie,0.011,niskie,0.015,NIE
2025-08-15,niskie,0.047,niskie,0.016,NIE
2025-08-16,niskie,0.037,niskie,0.02,NIE
2025-08-17,niskie,0.316,niskie,0.023,NIE
2025-08-18,niskie,0.042,niskie,0.027,NIE
2025-08-19,niskie,0.078,niskie,0.062,NIE
2025-08-20,niskie,0.096,niskie,0.172,NIE
2025-08-21,niskie,0.151,niskie,0.382,NIE
2025-08-22,niskie,0.047,niskie,0.223,NIE
2025-08-23,niskie,0.18,niskie,0.488,NIE
2025-08-24,średnie,0.517,średnie,0.627,NIE
2025-08-25,średnie,0.527,wysokie,0.798,TAK
2025-08-26,niskie,0.315,wysokie,0.785,TAK
2025-08-27,niskie,0.202,niskie,0.494,NIE
2025-08-28,niskie,0.112,niskie,0.248,NIE
2025-08-29,niskie,0.136,niskie,0.369,NIE
2025-08-30,niskie,0.199,wysokie,0.663,TAK
2025-08-31,niskie,0.152,niskie,0.169,NIE
2025-09-01,niskie,0.052,niskie,0.025,NIE
2025-09-02,niskie,0.109,niskie,0.036,NIE
2025-09-03,niskie,0.1,niskie,0.115,NIE
2025-09-04,niskie,0.045,niskie,0.051,NIE
2025-09-05,niskie,0.114,niskie,0.023,NIE
2025-09-06,niskie,0.119,niskie,0.037,NIE
2025-09-07,niskie,0.137,niskie,0.066,NIE
2025-09-08,niskie,0.044,niskie,0.043,NIE
2025-09-09,niskie,0.012,niskie,0.021,NIE
2025-09-10,niskie,0.035,niskie,0.04,NIE
2025-09-11,niskie,0.237,niskie,0.325,NIE
2025-09-12,niskie,0.225,wysokie,0.756,TAK
2025-09-13,niskie,0.093,niskie,0.429,NIE
2025-09-14,niskie,0.124,niskie,0.241,NIE
2025-09-15,niskie,0.054,niskie,0.241,NIE
2025-09-16,niskie,0.048,niskie,0.194,NIE
2025-09-17,niskie,0.066,niskie,0.192,NIE
2025-09-18,niskie,0.05,niskie,0.075,NIE
2025-09-19,niskie,0.082,niskie,0.063,NIE
2025-09-20,niskie,0.08,niskie,0.1,NIE
2025-09-21,niskie,0.046,niskie,0.099,NIE
2025-09-22,niskie,0.073,niskie,0.11,NIE
2025-09-23,niskie,0.201,niskie,0.233,NIE
2025-09-24,niskie,0.204,niskie,0.239,NIE
2025-09-25,niskie,0.117,niskie,0.16,NIE
2025-09-26,niskie,0.113,niskie,0.094,NIE
2025-09-27,niskie,0.059,niskie,0.068,NIE
2025-09-28,niskie,0.032,niskie,0.077,NIE
2025-09-29,niskie,0.081,niskie,0.056,NIE
2025-09-30,niskie,0.104,niskie,0.048,NIE
2025-10-01,niskie,0.125,niskie,0.038,NIE
2025-10-02,niskie,0.183,niskie,0.046,NIE
2025-10-03,niskie,0.193,niskie,0.091,NIE
2025-10-04,niskie,0.459,średnie,0.578,NIE
2025-10-05,niskie,0.343,wysokie,0.74,TAK
2025-10-06,niskie,0.449,wysokie,0.748,TAK
2025-10-07,niskie,0.313,średnie,0.605,NIE
2025-10-08,niskie,0.292,średnie,0.518,NIE
2025-10-09,niskie,0.313,niskie,0.487,NIE
2025-10-10,niskie,0.35,niskie,0.29,NIE
2025-10-11,niskie,0.319,niskie,0.211,NIE
2025-10-12,niskie,0.466,niskie,0.181,NIE
2025-10-13,niskie,0.424,niskie,0.222,NIE
2025-10-14,niskie,0.178,niskie,0.283,NIE
2025-10-15,niskie,0.094,niskie,0.2,NIE
2025-10-16,niskie,0.088,niskie,0.253,NIE
2025-10-17,niskie,0.296,niskie,0.414,NIE
2025-10-18,wysokie,0.731,wysokie,0.677,TAK
2025-10-19,niskie,0.321,wysokie,0.653,TAK
2025-10-20,niskie,0.359,niskie,0.318,NIE
2025-10-21,niskie,0.468,niskie,0.245,NIE
2025-10-22,niskie,0.255,niskie,0.285,NIE
2025-10-23,niskie,0.378,niskie,0.364,NIE
2025-10-24,średnie,0.514,niskie,0.399,NIE
2025-10-25,niskie,0.387,niskie,0.296,NIE
2025-10-26,niskie,0.483,niskie,0.338,NIE
2025-10-27,niskie,0.311,niskie,0.341,NIE
2025-10-28,niskie,0.457,niskie,0.335,NIE
2025-10-29,średnie,0.571,średnie,0.541,NIE
2025-10-30,wysokie,0.776,wysokie,0.797,TAK
2025-10-31,wysokie,0.725,wysokie,0.859,TAK
2025-11-01,niskie,0.408,wysokie,0.761,TAK
2025-11-02,niskie,0.231,średnie,0.625,NIE
2025-11-03,niskie,0.241,średnie,0.603,NIE
2025-11-04,niskie,0.215,średnie,0.509,NIE
2025-11-05,niskie,0.133,niskie,0.327,NIE
2025-11-06,niskie,0.082,niskie,0.243,NIE
2025-11-07,niskie,0.086,niskie,0.178,NIE
2025-11-08,niskie,0.126,niskie,0.177,NIE
2025-11-09,niskie,0.12,niskie,0.169,NIE
2025-11-10,niskie,0.102,niskie,0.174,NIE
2025-11-11,niskie,0.105,niskie,0.117,NIE
2025-11-12,niskie,0.121,niskie,0.11,NIE
2025-11-13,niskie,0.269,niskie,0.227,NIE
2025-11-14,średnie,0.598,niskie,0.43,NIE
2025-11-15,wysokie,0.707,niskie,0.496,TAK
2025-11-16,średnie,0.633,wysokie,0.749,TAK
2025-11-17,wysokie,0.688,wysokie,0.787,TAK
2025-11-18,średnie,0.63,wysokie,0.712,TAK
2025-11-19,niskie,0.422,średnie,0.607,NIE
2025-11-20,niskie,0.362,średnie,0.507,NIE
2025-11-21,wysokie,0.72,niskie,0.403,TAK
2025-11-22,średnie,0.523,niskie,0.217,NIE
2025-11-23,niskie,0.21,niskie,0.214,NIE
2025-11-24,niskie,0.229,niskie,0.354,NIE
2025-11-25,niskie,0.273,niskie,0.394,NIE
2025-11-26,niskie,0.465,średnie,0.501,NIE
2025-11-27,średnie,0.597,średnie,0.642,NIE
2025-11-28,niskie,0.456,niskie,0.474,NIE
2025-11-29,niskie,0.272,niskie,0.356,NIE
2025-11-30,niskie,0.116,niskie,0.128,NIE
2025-12-01,niskie,0.127,niskie,0.085,NIE
2025-12-02,niskie,0.119,niskie,0.048,NIE
2025-12-03,niskie,0.286,niskie,0.078,NIE
2025-12-04,niskie,0.218,niskie,0.06,NIE
2025-12-05,niskie,0.207,niskie,0.043,NIE
2025-12-06,niskie,0.116,niskie,0.057,NIE
2025-12-07,niskie,0.127,niskie,0.121,NIE
2025-12-08,niskie,0.12,niskie,0.162,NIE
2025-12-09,niskie,0.151,niskie,0.172,NIE
2025-12-10,niskie,0.216,niskie,0.114,NIE
2025-12-11,niskie,0.224,niskie,0.087,NIE
2025-12-12,niskie,0.432,niskie,0.149,NIE
2025-12-13,niskie,0.226,niskie,0.149,NIE
2025-12-14,niskie,0.222,niskie,0.241,NIE
2025-12-15,niskie,0.162,niskie,0.313,NIE
2025-12-16,niskie,0.218,niskie,0.256,NIE
2025-12-17,niskie,0.177,niskie,0.327,NIE
2025-12-18,niskie,0.126,niskie,0.19,NIE
2025-12-19,niskie,0.214,niskie,0.182,NIE
2025-12-20,niskie,0.289,niskie,0.253,NIE
2025-12-21,niskie,0.187,niskie,0.087,NIE
2025-12-22,niskie,0.263,niskie,0.057,NIE
2025-12-23,niskie,0.412,niskie,0.08,NIE
2025-12-24,niskie,0.39,niskie,0.082,NIE
2025-12-25,niskie,0.26,niskie,0.153,NIE
2025-12-26,niskie,0.298,niskie,0.216,NIE
2025-12-27,wysokie,0.68,średnie,0.539,TAK
2025-12-28,wysokie,0.697,wysokie,0.755,TAK
2025-12-29,wysokie,0.701,wysokie,0.846,TAK
2025-12-30,średnie,0.638,wysokie,0.854,TAK
2025-12-31,wysokie,0.717,wysokie,0.814,TAK
