Data,Ryzyko_RF,Prawd_RF,Ryzyko_LSTM,Prawd_LSTM,Alert_Systemowy
2022-05-21,niskie,0.439,niskie,0.28,NIE
2022-05-22,niskie,0.092,niskie,0.225,NIE
2022-05-23,niskie,0.064,niskie,0.07,NIE
2022-05-24,niskie,0.045,niskie,0.031,NIE
2022-05-25,niskie,0.174,niskie,0.059,NIE
2022-05-26,niskie,0.26,niskie,0.143,NIE
2022-05-27,niskie,0.154,niskie,0.211,NIE
2022-05-28,niskie,0.12,niskie,0.054,NIE
2022-05-29,niskie,0.115,niskie,0.065,NIE
2022-05-30,niskie,0.207,niskie,0.161,NIE
2022-05-31,niskie,0.119,niskie,0.107,NIE
2022-06-01,niskie,0.117,niskie,0.057,NIE
2022-06-02,niskie,0.14,niskie,0.035,NIE
2022-06-03,niskie,0.047,niskie,0.008,NIE
2022-06-04,niskie,0.033,niskie,0.008,NIE
2022-06-05,niskie,0.014,niskie,0.006,NIE
2022-06-06,niskie,0.009,niskie,0.011,NIE
2022-06-07,niskie,0.038,niskie,0.011,NIE
2022-06-08,niskie,0.022,niskie,0.008,NIE
2022-06-09,niskie,0.061,niskie,0.015,NIE
2022-06-10,niskie,0.111,niskie,0.091,NIE
2022-06-11,niskie,0.089,niskie,0.053,NIE
2022-06-12,niskie,0.032,niskie,0.028,NIE
2022-06-13,niskie,0.064,niskie,0.037,NIE
2022-06-14,niskie,0.111,niskie,0.057,NIE
2022-06-15,niskie,0.046,niskie,0.034,NIE
2022-06-16,niskie,0.017,niskie,0.017,NIE
2022-06-17,niskie,0.011,niskie,0.012,NIE
2022-06-18,niskie,0.028,niskie,0.016,NIE
2022-06-19,niskie,0.087,niskie,0.031,NIE
2022-06-20,niskie,0.132,niskie,0.055,NIE
2022-06-21,niskie,0.207,niskie,0.125,NIE
2022-06-22,niskie,0.134,niskie,0.228,NIE
2022-06-23,niskie,0.054,niskie,0.082,NIE
2022-06-24,niskie,0.021,niskie,0.022,NIE
2022-06-25,niskie,0.033,niskie,0.011,NIE
2022-06-26,niskie,0.058,niskie,0.008,NIE
2022-06-27,niskie,0.067,niskie,0.006,NIE
2022-06-28,niskie,0.069,niskie,0.013,NIE
2022-06-29,niskie,0.094,niskie,0.061,NIE
2022-06-30,niskie,0.051,niskie,0.027,NIE
2022-07-01,niskie,0.035,niskie,0.024,NIE
2022-07-02,niskie,0.149,niskie,0.17,NIE
2022-07-03,niskie,0.1,niskie,0.184,NIE
2022-07-04,niskie,0.074,niskie,0.056,NIE
2022-07-05,niskie,0.07,niskie,0.079,NIE
2022-07-06,niskie,0.078,niskie,0.032,NIE
2022-07-07,niskie,0.052,niskie,0.019,NIE
2022-07-08,niskie,0.069,niskie,0.026,NIE
2022-07-09,niskie,0.057,niskie,0.019,NIE
2022-07-10,niskie,0.102,niskie,0.047,NIE
2022-07-11,niskie,0.25,niskie,0.246,NIE
2022-07-12,niskie,0.379,niskie,0.215,NIE
2022-07-13,niskie,0.039,niskie,0.046,NIE
2022-07-14,niskie,0.096,niskie,0.029,NIE
2022-07-15,niskie,0.091,niskie,0.04,NIE
2022-07-16,średnie,0.526,niskie,0.413,NIE
2022-07-17,niskie,0.421,średnie,0.613,NIE
2022-07-18,niskie,0.099,niskie,0.184,NIE
2022-07-19,niskie,0.018,niskie,0.035,NIE
2022-07-20,niskie,0.042,niskie,0.03,NIE
2022-07-21,niskie,0.042,niskie,0.014,NIE
2022-07-22,niskie,0.016,niskie,0.009,NIE
2022-07-23,niskie,0.052,niskie,0.007,NIE
2022-07-24,niskie,0.049,niskie,0.016,NIE
2022-07-25,niskie,0.086,niskie,0.027,NIE
2022-07-26,niskie,0.063,niskie,0.067,NIE
2022-07-27,niskie,0.085,niskie,0.213,NIE
2022-07-28,niskie,0.074,niskie,0.187,NIE
2022-07-29,niskie,0.025,niskie,0.058,NIE
2022-07-30,niskie,0.011,niskie,0.035,NIE
2022-07-31,niskie,0.023,niskie,0.042,NIE
2022-08-01,niskie,0.018,niskie,0.031,NIE
2022-08-02,niskie,0.034,niskie,0.019,NIE
2022-08-03,niskie,0.082,niskie,0.012,NIE
2022-08-04,niskie,0.049,niskie,0.011,NIE
2022-08-05,niskie,0.038,niskie,0.02,NIE
2022-08-06,niskie,0.174,niskie,0.074,NIE
2022-08-07,niskie,0.042,niskie,0.032,NIE
2022-08-08,niskie,0.016,niskie,0.027,NIE
2022-08-09,niskie,0.014,niskie,0.028,NIE
2022-08-10,niskie,0.012,niskie,0.019,NIE
2022-08-11,niskie,0.007,niskie,0.018,NIE
2022-08-12,niskie,0.009,niskie,0.012,NIE
2022-08-13,niskie,0.075,niskie,0.014,NIE
2022-08-14,niskie,0.073,niskie,0.028,NIE
2022-08-15,niskie,0.123,niskie,0.115,NIE
2022-08-16,niskie,0.126,niskie,0.486,NIE
2022-08-17,niskie,0.109,niskie,0.351,NIE
2022-08-18,niskie,0.054,niskie,0.085,NIE
2022-08-19,niskie,0.016,niskie,0.024,NIE
2022-08-20,niskie,0.08,niskie,0.106,NIE
2022-08-21,niskie,0.187,niskie,0.372,NIE
2022-08-22,niskie,0.184,niskie,0.369,NIE
2022-08-23,niskie,0.114,niskie,0.047,NIE
2022-08-24,niskie,0.077,niskie,0.028,NIE
2022-08-25,niskie,0.065,niskie,0.029,NIE
2022-08-26,niskie,0.043,niskie,0.018,NIE
2022-08-27,niskie,0.022,niskie,0.008,NIE
2022-08-28,niskie,0.021,niskie,0.006,NIE
2022-08-29,niskie,0.019,niskie,0.016,NIE
2022-08-30,niskie,0.138,niskie,0.058,NIE
2022-08-31,niskie,0.185,niskie,0.186,NIE
2022-09-01,niskie,0.238,niskie,0.176,NIE
2022-09-02,niskie,0.118,niskie,0.164,NIE
2022-09-03,niskie,0.087,niskie,0.101,NIE
2022-09-04,niskie,0.128,niskie,0.059,NIE
2022-09-05,niskie,0.039,niskie,0.037,NIE
2022-09-06,niskie,0.031,niskie,0.044,NIE
2022-09-07,niskie,0.03,niskie,0.062,NIE
2022-09-08,niskie,0.067,niskie,0.074,NIE
2022-09-09,niskie,0.236,niskie,0.239,NIE
2022-09-10,niskie,0.194,niskie,0.369,NIE
2022-09-11,niskie,0.102,niskie,0.191,NIE
2022-09-12,niskie,0.041,niskie,0.211,NIE
2022-09-13,niskie,0.119,niskie,0.273,NIE
2022-09-14,niskie,0.06,niskie,0.246,NIE
2022-09-15,niskie,0.151,niskie,0.219,NIE
2022-09-16,niskie,0.165,niskie,0.135,NIE
2022-09-17,niskie,0.219,niskie,0.111,NIE
2022-09-18,niskie,0.149,niskie,0.044,NIE
2022-09-19,niskie,0.198,niskie,0.063,NIE
2022-09-20,niskie,0.398,niskie,0.283,NIE
2022-09-21,niskie,0.367,niskie,0.486,NIE
2022-09-22,niskie,0.351,niskie,0.4,NIE
2022-09-23,niskie,0.162,niskie,0.314,NIE
2022-09-24,niskie,0.066,niskie,0.179,NIE
2022-09-25,niskie,0.048,niskie,0.174,NIE
2022-09-26,niskie,0.239,niskie,0.25,NIE
2022-09-27,niskie,0.174,niskie,0.254,NIE
2022-09-28,niskie,0.297,niskie,0.497,NIE
2022-09-29,niskie,0.331,wysokie,0.677,TAK
2022-09-30,niskie,0.232,niskie,0.442,NIE
2022-10-01,niskie,0.128,niskie,0.393,NIE
2022-10-02,niskie,0.173,niskie,0.391,NIE
2022-10-03,niskie,0.314,niskie,0.446,NIE
2022-10-04,niskie,0.227,niskie,0.377,NIE
2022-10-05,niskie,0.178,niskie,0.18,NIE
2022-10-06,niskie,0.255,niskie,0.202,NIE
2022-10-07,niskie,0.2,niskie,0.197,NIE
2022-10-08,niskie,0.181,niskie,0.307,NIE
2022-10-09,niskie,0.191,niskie,0.269,NIE
2022-10-10,niskie,0.232,niskie,0.335,NIE
2022-10-11,niskie,0.163,średnie,0.542,NIE
2022-10-12,niskie,0.097,niskie,0.477,NIE
2022-10-13,niskie,0.11,średnie,0.504,NIE
2022-10-14,niskie,0.098,średnie,0.553,NIE
2022-10-15,niskie,0.13,średnie,0.548,NIE
2022-10-16,niskie,0.29,średnie,0.616,NIE
2022-10-17,niskie,0.244,niskie,0.369,NIE
2022-10-18,niskie,0.163,niskie,0.207,NIE
2022-10-19,średnie,0.611,niskie,0.416,NIE
2022-10-20,niskie,0.328,niskie,0.275,NIE
2022-10-21,niskie,0.382,niskie,0.435,NIE
2022-10-22,niskie,0.156,niskie,0.483,NIE
2022-10-23,niskie,0.088,niskie,0.335,NIE
2022-10-24,niskie,0.114,niskie,0.315,NIE
2022-10-25,niskie,0.113,niskie,0.193,NIE
2022-10-26,niskie,0.128,niskie,0.107,NIE
2022-10-27,niskie,0.079,niskie,0.056,NIE
2022-10-28,niskie,0.055,niskie,0.084,NIE
2022-10-29,niskie,0.071,niskie,0.171,NIE
2022-10-30,niskie,0.067,niskie,0.151,NIE
2022-10-31,niskie,0.065,niskie,0.089,NIE
2022-11-01,niskie,0.176,niskie,0.206,NIE
2022-11-02,niskie,0.163,niskie,0.138,NIE
2022-11-03,niskie,0.22,niskie,0.159,NIE
2022-11-04,niskie,0.308,niskie,0.282,NIE
2022-11-05,średnie,0.538,niskie,0.391,NIE
2022-11-06,niskie,0.392,niskie,0.339,NIE
2022-11-07,niskie,0.325,niskie,0.447,NIE
2022-11-08,niskie,0.112,niskie,0.221,NIE
2022-11-09,niskie,0.091,niskie,0.224,NIE
2022-11-10,niskie,0.342,niskie,0.233,NIE
2022-11-11,niskie,0.113,niskie,0.13,NIE
2022-11-12,niskie,0.103,niskie,0.07,NIE
2022-11-13,niskie,0.12,niskie,0.064,NIE
2022-11-14,niskie,0.296,niskie,0.22,NIE
2022-11-15,niskie,0.3,średnie,0.537,NIE
2022-11-16,niskie,0.392,średnie,0.562,NIE
2022-11-17,niskie,0.44,średnie,0.582,NIE
2022-11-18,niskie,0.3,średnie,0.564,NIE
2022-11-19,niskie,0.292,niskie,0.304,NIE
2022-11-20,niskie,0.421,niskie,0.225,NIE
2022-11-21,niskie,0.273,niskie,0.068,NIE
2022-11-22,niskie,0.14,niskie,0.017,NIE
2022-11-23,niskie,0.104,niskie,0.008,NIE
2022-11-24,niskie,0.069,niskie,0.004,NIE
2022-11-25,niskie,0.075,niskie,0.003,NIE
2022-11-26,niskie,0.138,niskie,0.004,NIE
2022-11-27,niskie,0.108,niskie,0.004,NIE
2022-11-28,niskie,0.111,niskie,0.011,NIE
2022-11-29,niskie,0.093,niskie,0.014,NIE
2022-11-30,niskie,0.086,niskie,0.021,NIE
2022-12-01,niskie,0.149,niskie,0.02,NIE
2022-12-02,niskie,0.119,niskie,0.025,NIE
2022-12-03,niskie,0.16,niskie,0.033,NIE
2022-12-04,niskie,0.169,niskie,0.042,NIE
2022-12-05,niskie,0.239,niskie,0.056,NIE
2022-12-06,niskie,0.293,niskie,0.169,NIE
2022-12-07,niskie,0.383,niskie,0.314,NIE
2022-12-08,niskie,0.326,niskie,0.169,NIE
2022-12-09,niskie,0.107,niskie,0.038,NIE
2022-12-10,niskie,0.086,niskie,0.009,NIE
2022-12-11,niskie,0.082,niskie,0.011,NIE
2022-12-12,niskie,0.306,niskie,0.01,NIE
2022-12-13,niskie,0.222,niskie,0.004,NIE
2022-12-14,niskie,0.099,niskie,0.003,NIE
2022-12-15,niskie,0.101,niskie,0.006,NIE
2022-12-16,niskie,0.118,niskie,0.006,NIE
2022-12-17,niskie,0.135,niskie,0.01,NIE
2022-12-18,niskie,0.203,niskie,0.009,NIE
2022-12-19,niskie,0.244,niskie,0.051,NIE
2022-12-20,niskie,0.326,niskie,0.177,NIE
2022-12-21,niskie,0.377,niskie,0.345,NIE
2022-12-22,niskie,0.426,niskie,0.466,NIE
2022-12-23,niskie,0.36,niskie,0.498,NIE
2022-12-24,niskie,0.377,niskie,0.372,NIE
2022-12-25,niskie,0.148,niskie,0.116,NIE
2022-12-26,średnie,0.613,niskie,0.29,NIE
2022-12-27,średnie,0.638,niskie,0.315,NIE
2022-12-28,średnie,0.522,niskie,0.388,NIE
2022-12-29,niskie,0.433,niskie,0.464,NIE
2022-12-30,średnie,0.542,niskie,0.484,NIE
2022-12-31,niskie,0.313,średnie,0.51,NIE
2023-01-01,niskie,0.391,wysokie,0.653,TAK
2023-01-02,niskie,0.31,niskie,0.46,NIE
2023-01-03,średnie,0.607,niskie,0.408,NIE
2023-01-04,średnie,0.647,wysokie,0.758,TAK
2023-01-05,wysokie,0.806,wysokie,0.93,TAK
2023-01-06,wysokie,0.705,wysokie,0.963,TAK
2023-01-07,niskie,0.364,wysokie,0.924,TAK
2023-01-08,średnie,0.508,wysokie,0.859,TAK
2023-01-09,średnie,0.524,wysokie,0.835,TAK
2023-01-10,wysokie,0.7,wysokie,0.848,TAK
2023-01-11,średnie,0.626,średnie,0.569,NIE
2023-01-12,niskie,0.473,niskie,0.449,NIE
2023-01-13,niskie,0.476,średnie,0.532,NIE
2023-01-14,średnie,0.611,średnie,0.629,NIE
2023-01-15,średnie,0.642,wysokie,0.657,TAK
2023-01-16,średnie,0.525,wysokie,0.723,TAK
2023-01-17,niskie,0.488,wysokie,0.712,TAK
2023-01-18,niskie,0.378,niskie,0.366,NIE
2023-01-19,niskie,0.424,niskie,0.104,NIE
2023-01-20,niskie,0.412,niskie,0.077,NIE
2023-01-21,średnie,0.526,niskie,0.1,NIE
2023-01-22,niskie,0.399,niskie,0.096,NIE
2023-01-23,niskie,0.28,niskie,0.079,NIE
2023-01-24,niskie,0.134,niskie,0.071,NIE
2023-01-25,niskie,0.19,niskie,0.303,NIE
2023-01-26,niskie,0.234,niskie,0.467,NIE
2023-01-27,niskie,0.355,niskie,0.412,NIE
2023-01-28,niskie,0.209,niskie,0.199,NIE
2023-01-29,niskie,0.314,niskie,0.206,NIE
2023-01-30,średnie,0.533,niskie,0.439,NIE
2023-01-31,średnie,0.613,niskie,0.348,NIE
2023-02-01,średnie,0.624,niskie,0.215,NIE
2023-02-02,wysokie,0.935,niskie,0.4,TAK
2023-02-03,wysokie,0.858,średnie,0.61,TAK
2023-02-04,wysokie,0.812,wysokie,0.829,TAK
2023-02-05,niskie,0.34,niskie,0.367,NIE
2023-02-06,niskie,0.256,niskie,0.25,NIE
2023-02-07,niskie,0.171,niskie,0.193,NIE
2023-02-08,niskie,0.136,niskie,0.199,NIE
2023-02-09,niskie,0.282,niskie,0.325,NIE
2023-02-10,niskie,0.369,niskie,0.373,NIE
2023-02-11,średnie,0.509,niskie,0.363,NIE
2023-02-12,niskie,0.425,niskie,0.216,NIE
2023-02-13,niskie,0.262,niskie,0.101,NIE
2023-02-14,niskie,0.226,niskie,0.059,NIE
2023-02-15,niskie,0.344,niskie,0.1,NIE
2023-02-16,niskie,0.417,niskie,0.177,NIE
2023-02-17,średnie,0.52,wysokie,0.663,TAK
2023-02-18,wysokie,0.741,wysokie,0.812,TAK
2023-02-19,wysokie,0.754,wysokie,0.793,TAK
2023-02-20,wysokie,0.882,wysokie,0.86,TAK
2023-02-21,wysokie,0.814,wysokie,0.933,TAK
2023-02-22,wysokie,0.78,wysokie,0.821,TAK
2023-02-23,średnie,0.518,wysokie,0.807,TAK
2023-02-24,średnie,0.576,wysokie,0.76,TAK
2023-02-25,niskie,0.448,wysokie,0.743,TAK
2023-02-26,wysokie,0.822,wysokie,0.834,TAK
2023-02-27,średnie,0.532,niskie,0.452,NIE
2023-02-28,niskie,0.236,niskie,0.162,NIE
2023-03-01,niskie,0.202,niskie,0.207,NIE
2023-03-02,niskie,0.223,niskie,0.204,NIE
2023-03-03,niskie,0.427,niskie,0.366,NIE
2023-03-04,średnie,0.605,średnie,0.63,NIE
2023-03-05,niskie,0.255,niskie,0.49,NIE
2023-03-06,niskie,0.139,niskie,0.131,NIE
2023-03-07,niskie,0.226,niskie,0.079,NIE
2023-03-08,niskie,0.153,niskie,0.017,NIE
2023-03-09,niskie,0.165,niskie,0.004,NIE
2023-03-10,niskie,0.399,niskie,0.008,NIE
2023-03-11,niskie,0.46,niskie,0.007,NIE
2023-03-12,niskie,0.496,niskie,0.005,NIE
2023-03-13,średnie,0.549,niskie,0.047,NIE
2023-03-14,niskie,0.379,niskie,0.113,NIE
2023-03-15,średnie,0.503,niskie,0.458,NIE
2023-03-16,niskie,0.356,średnie,0.509,NIE
2023-03-17,niskie,0.168,niskie,0.353,NIE
2023-03-18,niskie,0.131,niskie,0.355,NIE
2023-03-19,niskie,0.116,niskie,0.277,NIE
2023-03-20,niskie,0.097,niskie,0.232,NIE
2023-03-21,niskie,0.083,niskie,0.126,NIE
2023-03-22,niskie,0.145,niskie,0.06,NIE
2023-03-23,niskie,0.227,niskie,0.116,NIE
2023-03-24,niskie,0.194,niskie,0.121,NIE
2023-03-25,niskie,0.226,niskie,0.067,NIE
2023-03-26,niskie,0.278,niskie,0.074,NIE
2023-03-27,niskie,0.381,niskie,0.065,NIE
2023-03-28,niskie,0.364,niskie,0.065,NIE
2023-03-29,niskie,0.139,niskie,0.043,NIE
2023-03-30,niskie,0.229,niskie,0.098,NIE
2023-03-31,niskie,0.23,niskie,0.21,NIE
2023-04-01,niskie,0.292,niskie,0.245,NIE
2023-04-02,niskie,0.334,niskie,0.251,NIE
2023-04-03,niskie,0.241,niskie,0.114,NIE
2023-04-04,niskie,0.115,niskie,0.143,NIE
2023-04-05,niskie,0.108,niskie,0.152,NIE
2023-04-06,niskie,0.112,niskie,0.069,NIE
2023-04-07,niskie,0.075,niskie,0.109,NIE
2023-04-08,niskie,0.078,niskie,0.075,NIE
2023-04-09,niskie,0.057,niskie,0.01,NIE
2023-04-10,niskie,0.042,niskie,0.007,NIE
2023-04-11,niskie,0.265,niskie,0.018,NIE
2023-04-12,niskie,0.124,niskie,0.029,NIE
2023-04-13,niskie,0.083,niskie,0.021,NIE
2023-04-14,niskie,0.063,niskie,0.007,NIE
2023-04-15,niskie,0.043,niskie,0.005,NIE
2023-04-16,niskie,0.125,niskie,0.006,NIE
2023-04-17,niskie,0.112,niskie,0.004,NIE
2023-04-18,niskie,0.053,niskie,0.003,NIE
2023-04-19,niskie,0.157,niskie,0.012,NIE
2023-04-20,niskie,0.067,niskie,0.015,NIE
2023-04-21,niskie,0.053,niskie,0.04,NIE
2023-04-22,niskie,0.052,niskie,0.059,NIE
2023-04-23,niskie,0.097,niskie,0.058,NIE
2023-04-24,niskie,0.134,niskie,0.058,NIE
2023-04-25,niskie,0.143,niskie,0.048,NIE
2023-04-26,niskie,0.095,niskie,0.014,NIE
2023-04-27,niskie,0.087,niskie,0.007,NIE
2023-04-28,niskie,0.063,niskie,0.004,NIE
2023-04-29,niskie,0.041,niskie,0.007,NIE
2023-04-30,niskie,0.094,niskie,0.007,NIE
2023-05-01,niskie,0.054,niskie,0.01,NIE
2023-05-02,niskie,0.088,niskie,0.027,NIE
2023-05-03,niskie,0.153,niskie,0.038,NIE
2023-05-04,niskie,0.057,niskie,0.025,NIE
2023-05-05,niskie,0.094,niskie,0.022,NIE
2023-05-06,niskie,0.068,niskie,0.031,NIE
2023-05-07,niskie,0.051,niskie,0.021,NIE
2023-05-08,niskie,0.028,niskie,0.01,NIE
2023-05-09,niskie,0.024,niskie,0.013,NIE
2023-05-10,niskie,0.046,niskie,0.021,NIE
2023-05-11,niskie,0.037,niskie,0.012,NIE
2023-05-12,niskie,0.011,niskie,0.007,NIE
2023-05-13,niskie,0.022,niskie,0.005,NIE
2023-05-14,niskie,0.019,niskie,0.01,NIE
2023-05-15,niskie,0.324,niskie,0.258,NIE
2023-05-16,niskie,0.267,średnie,0.609,NIE
2023-05-17,niskie,0.199,niskie,0.394,NIE
2023-05-18,niskie,0.099,niskie,0.065,NIE
2023-05-19,niskie,0.126,niskie,0.038,NIE
2023-05-20,niskie,0.043,niskie,0.043,NIE
2023-05-21,niskie,0.034,niskie,0.029,NIE
2023-05-22,niskie,0.041,niskie,0.02,NIE
2023-05-23,niskie,0.047,niskie,0.022,NIE
2023-05-24,niskie,0.095,niskie,0.017,NIE
2023-05-25,niskie,0.042,niskie,0.009,NIE
2023-05-26,niskie,0.032,niskie,0.01,NIE
2023-05-27,niskie,0.016,niskie,0.007,NIE
2023-05-28,niskie,0.016,niskie,0.012,NIE
2023-05-29,niskie,0.01,niskie,0.014,NIE
2023-05-30,niskie,0.016,niskie,0.012,NIE
2023-05-31,niskie,0.089,niskie,0.022,NIE
2023-06-01,niskie,0.069,niskie,0.043,NIE
2023-06-02,niskie,0.095,niskie,0.062,NIE
2023-06-03,niskie,0.032,niskie,0.03,NIE
2023-06-04,niskie,0.008,niskie,0.017,NIE
2023-06-05,niskie,0.021,niskie,0.01,NIE
2023-06-06,niskie,0.011,niskie,0.013,NIE
2023-06-07,niskie,0.008,niskie,0.008,NIE
2023-06-08,niskie,0.007,niskie,0.007,NIE
2023-06-09,niskie,0.071,niskie,0.034,NIE
2023-06-10,niskie,0.125,niskie,0.104,NIE
2023-06-11,niskie,0.05,niskie,0.046,NIE
2023-06-12,niskie,0.029,niskie,0.019,NIE
2023-06-13,niskie,0.014,niskie,0.021,NIE
2023-06-14,niskie,0.024,niskie,0.013,NIE
2023-06-15,niskie,0.054,niskie,0.017,NIE
2023-06-16,niskie,0.051,niskie,0.014,NIE
2023-06-17,niskie,0.027,niskie,0.008,NIE
2023-06-18,niskie,0.005,niskie,0.01,NIE
2023-06-19,niskie,0.0,niskie,0.008,NIE
2023-06-20,niskie,0.007,niskie,0.006,NIE
2023-06-21,niskie,0.017,niskie,0.004,NIE
2023-06-22,niskie,0.039,niskie,0.003,NIE
2023-06-23,niskie,0.047,niskie,0.004,NIE
2023-06-24,niskie,0.026,niskie,0.004,NIE
2023-06-25,niskie,0.014,niskie,0.005,NIE
2023-06-26,niskie,0.024,niskie,0.011,NIE
2023-06-27,niskie,0.15,niskie,0.095,NIE
2023-06-28,niskie,0.117,niskie,0.471,NIE
2023-06-29,niskie,0.06,niskie,0.155,NIE
2023-06-30,niskie,0.086,niskie,0.14,NIE
2023-07-01,niskie,0.062,niskie,0.253,NIE
2023-07-02,niskie,0.155,niskie,0.17,NIE
2023-07-03,niskie,0.116,niskie,0.184,NIE
2023-07-04,niskie,0.089,niskie,0.079,NIE
2023-07-05,niskie,0.171,niskie,0.187,NIE
2023-07-06,niskie,0.157,niskie,0.391,NIE
2023-07-07,niskie,0.056,niskie,0.101,NIE
2023-07-08,niskie,0.069,niskie,0.019,NIE
2023-07-09,niskie,0.034,niskie,0.014,NIE
2023-07-10,niskie,0.025,niskie,0.019,NIE
2023-07-11,niskie,0.049,niskie,0.021,NIE
2023-07-12,niskie,0.166,niskie,0.064,NIE
2023-07-13,niskie,0.089,niskie,0.126,NIE
2023-07-14,niskie,0.046,niskie,0.075,NIE
2023-07-15,niskie,0.03,niskie,0.027,NIE
2023-07-16,niskie,0.035,niskie,0.022,NIE
2023-07-17,niskie,0.035,niskie,0.038,NIE
2023-07-18,niskie,0.111,niskie,0.076,NIE
2023-07-19,niskie,0.108,niskie,0.059,NIE
2023-07-20,niskie,0.04,niskie,0.038,NIE
2023-07-21,niskie,0.061,niskie,0.065,NIE
2023-07-22,niskie,0.083,niskie,0.052,NIE
2023-07-23,niskie,0.081,niskie,0.049,NIE
2023-07-24,niskie,0.24,niskie,0.376,NIE
2023-07-25,niskie,0.199,średnie,0.639,NIE
2023-07-26,niskie,0.3,wysokie,0.667,TAK
2023-07-27,niskie,0.248,wysokie,0.652,TAK
2023-07-28,niskie,0.148,niskie,0.25,NIE
2023-07-29,niskie,0.118,niskie,0.279,NIE
2023-07-30,niskie,0.145,średnie,0.555,NIE
2023-07-31,niskie,0.177,niskie,0.403,NIE
2023-08-01,niskie,0.341,niskie,0.369,NIE
2023-08-02,niskie,0.204,średnie,0.507,NIE
2023-08-03,niskie,0.145,niskie,0.194,NIE
2023-08-04,niskie,0.265,niskie,0.407,NIE
2023-08-05,niskie,0.137,niskie,0.206,NIE
2023-08-06,średnie,0.538,średnie,0.527,NIE
2023-08-07,niskie,0.414,niskie,0.425,NIE
2023-08-08,niskie,0.309,niskie,0.406,NIE
2023-08-09,niskie,0.235,niskie,0.406,NIE
2023-08-10,niskie,0.134,niskie,0.123,NIE
2023-08-11,niskie,0.074,niskie,0.045,NIE
2023-08-12,niskie,0.04,niskie,0.039,NIE
2023-08-13,niskie,0.024,niskie,0.033,NIE
2023-08-14,niskie,0.024,niskie,0.024,NIE
2023-08-15,niskie,0.016,niskie,0.014,NIE
2023-08-16,niskie,0.047,niskie,0.017,NIE
2023-08-17,niskie,0.064,niskie,0.027,NIE
2023-08-18,niskie,0.037,niskie,0.027,NIE
2023-08-19,niskie,0.021,niskie,0.015,NIE
2023-08-20,niskie,0.026,niskie,0.018,NIE
2023-08-21,niskie,0.017,niskie,0.021,NIE
2023-08-22,niskie,0.039,niskie,0.02,NIE
2023-08-23,niskie,0.009,niskie,0.018,NIE
2023-08-24,niskie,0.015,niskie,0.02,NIE
2023-08-25,niskie,0.049,niskie,0.035,NIE
2023-08-26,niskie,0.029,niskie,0.03,NIE
2023-08-27,niskie,0.099,niskie,0.395,NIE
2023-08-28,niskie,0.15,wysokie,0.72,TAK
2023-08-29,niskie,0.327,średnie,0.502,NIE
2023-08-30,niskie,0.203,niskie,0.32,NIE
2023-08-31,niskie,0.231,niskie,0.29,NIE
2023-09-01,niskie,0.332,niskie,0.404,NIE
2023-09-02,niskie,0.264,niskie,0.265,NIE
2023-09-03,niskie,0.069,niskie,0.095,NIE
2023-09-04,niskie,0.035,niskie,0.026,NIE
2023-09-05,niskie,0.011,niskie,0.014,NIE
2023-09-06,niskie,0.071,niskie,0.017,NIE
2023-09-07,niskie,0.02,niskie,0.022,NIE
2023-09-08,niskie,0.014,niskie,0.023,NIE
2023-09-09,niskie,0.009,niskie,0.026,NIE
2023-09-10,niskie,0.049,niskie,0.04,NIE
2023-09-11,niskie,0.055,niskie,0.055,NIE
2023-09-12,niskie,0.046,niskie,0.043,NIE
2023-09-13,niskie,0.036,niskie,0.054,NIE
2023-09-14,niskie,0.247,niskie,0.39,NIE
2023-09-15,niskie,0.104,niskie,0.323,NIE
2023-09-16,niskie,0.082,niskie,0.246,NIE
2023-09-17,niskie,0.032,niskie,0.167,NIE
2023-09-18,niskie,0.122,niskie,0.3,NIE
2023-09-19,niskie,0.091,niskie,0.359,NIE
2023-09-20,niskie,0.065,niskie,0.261,NIE
2023-09-21,niskie,0.03,niskie,0.183,NIE
2023-09-22,niskie,0.084,niskie,0.289,NIE
2023-09-23,niskie,0.231,średnie,0.517,NIE
2023-09-24,niskie,0.289,średnie,0.648,NIE
2023-09-25,niskie,0.077,niskie,0.221,NIE
2023-09-26,niskie,0.051,niskie,0.196,NIE
2023-09-27,niskie,0.017,niskie,0.207,NIE
2023-09-28,niskie,0.03,niskie,0.183,NIE
2023-09-29,niskie,0.087,niskie,0.186,NIE
2023-09-30,niskie,0.138,niskie,0.249,NIE
2023-10-01,niskie,0.058,niskie,0.181,NIE
2023-10-02,niskie,0.046,niskie,0.194,NIE
2023-10-03,niskie,0.486,średnie,0.511,NIE
2023-10-04,średnie,0.501,wysokie,0.718,TAK
2023-10-05,średnie,0.582,wysokie,0.788,TAK
2023-10-06,średnie,0.595,wysokie,0.835,TAK
2023-10-07,średnie,0.571,wysokie,0.848,TAK
2023-10-08,średnie,0.608,wysokie,0.897,TAK
2023-10-09,niskie,0.455,wysokie,0.821,TAK
2023-10-10,niskie,0.229,wysokie,0.694,TAK
2023-10-11,niskie,0.367,wysokie,0.688,TAK
2023-10-12,niskie,0.468,wysokie,0.717,TAK
2023-10-13,średnie,0.582,wysokie,0.819,TAK
2023-10-14,wysokie,0.651,wysokie,0.815,TAK
2023-10-15,wysokie,0.667,wysokie,0.838,TAK
2023-10-16,wysokie,0.764,wysokie,0.89,TAK
