Data,ryzyko,prawdopodobienstwo,kierunek,epizod_rzeczywisty
2021-05-26,niskie,0.23,↓,0
2021-05-27,niskie,0.282,↑,0
2021-05-28,niskie,0.271,↓,0
2021-05-29,niskie,0.19,↓,0
2021-05-30,niskie,0.075,↓,0
2021-05-31,niskie,0.027,↓,0
2021-06-01,niskie,0.025,↓,0
2021-06-02,niskie,0.022,↓,0
2021-06-03,niskie,0.012,↓,0
2021-06-04,niskie,0.015,↑,0
2021-06-05,niskie,0.021,↑,0
2021-06-06,niskie,0.019,↓,0
2021-06-07,niskie,0.014,↓,0
2021-06-08,niskie,0.011,↓,0
2021-06-09,niskie,0.009,↓,0
2021-06-10,niskie,0.009,↑,0
2021-06-11,niskie,0.011,↑,0
2021-06-12,niskie,0.077,↑,0
2021-06-13,niskie,0.216,↑,0
2021-06-14,niskie,0.152,↓,0
2021-06-15,niskie,0.097,↓,0
2021-06-16,niskie,0.051,↓,0
2021-06-17,niskie,0.026,↓,0
2021-06-18,niskie,0.02,↓,0
2021-06-19,niskie,0.016,↓,0
2021-06-20,niskie,0.016,↑,0
2021-06-21,niskie,0.016,↓,0
2021-06-22,niskie,0.047,↑,0
2021-06-23,niskie,0.11,↑,0
2021-06-24,niskie,0.113,↑,0
2021-06-25,niskie,0.085,↓,0
2021-06-26,niskie,0.052,↓,0
2021-06-27,niskie,0.032,↓,0
2021-06-28,niskie,0.022,↓,0
2021-06-29,niskie,0.024,↑,0
2021-06-30,niskie,0.032,↑,0
2021-07-01,niskie,0.034,↑,0
2021-07-02,niskie,0.132,↑,0
2021-07-03,niskie,0.219,↑,0
2021-07-04,niskie,0.13,↓,0
2021-07-05,niskie,0.069,↓,0
2021-07-06,niskie,0.042,↓,0
2021-07-07,niskie,0.176,↑,0
2021-07-08,niskie,0.288,↑,0
2021-07-09,niskie,0.301,↑,0
2021-07-10,niskie,0.284,↓,0
2021-07-11,niskie,0.142,↓,0
2021-07-12,niskie,0.087,↓,0
2021-07-13,niskie,0.079,↓,0
2021-07-14,niskie,0.041,↓,0
2021-07-15,niskie,0.04,↓,0
2021-07-16,niskie,0.042,↑,0
2021-07-17,niskie,0.044,↑,0
2021-07-18,niskie,0.031,↓,0
2021-07-19,niskie,0.02,↓,0
2021-07-20,niskie,0.015,↓,0
2021-07-21,niskie,0.021,↑,0
2021-07-22,niskie,0.019,↓,0
2021-07-23,niskie,0.019,↓,0
2021-07-24,niskie,0.018,↓,0
2021-07-25,niskie,0.024,↑,0
2021-07-26,niskie,0.125,↑,0
2021-07-27,niskie,0.276,↑,0
2021-07-28,niskie,0.321,↑,0
2021-07-29,niskie,0.089,↓,0
2021-07-30,niskie,0.038,↓,0
2021-07-31,niskie,0.047,↑,0
2021-08-01,niskie,0.035,↓,0
2021-08-02,niskie,0.036,↑,0
2021-08-03,niskie,0.066,↑,0
2021-08-04,niskie,0.058,↓,0
2021-08-05,niskie,0.082,↑,0
2021-08-06,niskie,0.113,↑,0
2021-08-07,niskie,0.095,↓,0
2021-08-08,niskie,0.342,↑,0
2021-08-09,niskie,0.439,↑,0
2021-08-10,niskie,0.347,↓,0
2021-08-11,niskie,0.236,↓,0
2021-08-12,niskie,0.187,↓,0
2021-08-13,niskie,0.093,↓,0
2021-08-14,niskie,0.062,↓,0
2021-08-15,niskie,0.043,↓,0
2021-08-16,niskie,0.1,↑,0
2021-08-17,niskie,0.08,↓,0
2021-08-18,niskie,0.095,↑,0
2021-08-19,niskie,0.185,↑,0
2021-08-20,niskie,0.234,↑,0
2021-08-21,niskie,0.202,↓,0
2021-08-22,niskie,0.091,↓,0
2021-08-23,niskie,0.053,↓,0
2021-08-24,niskie,0.034,↓,0
2021-08-25,niskie,0.315,↑,0
2021-08-26,średnie,0.548,↑,0
2021-08-27,średnie,0.56,↑,0
2021-08-28,niskie,0.438,↓,0
2021-08-29,niskie,0.407,↓,0
2021-08-30,niskie,0.351,↓,0
2021-08-31,niskie,0.318,↓,0
2021-09-01,niskie,0.099,↓,0
2021-09-02,niskie,0.041,↓,0
2021-09-03,niskie,0.044,↑,0
2021-09-04,niskie,0.034,↓,0
2021-09-05,niskie,0.021,↓,0
2021-09-06,niskie,0.025,↑,0
2021-09-07,niskie,0.031,↑,0
2021-09-08,niskie,0.075,↑,0
2021-09-09,niskie,0.162,↑,0
2021-09-10,niskie,0.135,↓,0
2021-09-11,niskie,0.316,↑,0
2021-09-12,niskie,0.389,↑,0
2021-09-13,niskie,0.39,↑,0
2021-09-14,niskie,0.135,↓,0
2021-09-15,niskie,0.116,↓,0
2021-09-16,niskie,0.146,↑,0
2021-09-17,niskie,0.15,↑,0
2021-09-18,niskie,0.18,↑,0
2021-09-19,niskie,0.102,↓,0
2021-09-20,niskie,0.065,↓,0
2021-09-21,niskie,0.04,↓,0
2021-09-22,niskie,0.036,↓,0
2021-09-23,niskie,0.425,↑,0
2021-09-24,średnie,0.601,↑,0
2021-09-25,wysokie,0.711,↑,0
2021-09-26,wysokie,0.67,↓,0
2021-09-27,średnie,0.553,↓,0
2021-09-28,niskie,0.414,↓,0
2021-09-29,niskie,0.383,↓,0
2021-09-30,niskie,0.283,↓,0
2021-10-01,niskie,0.162,↓,0
2021-10-02,niskie,0.213,↑,0
2021-10-03,niskie,0.291,↑,0
2021-10-04,niskie,0.362,↑,0
2021-10-05,średnie,0.515,↑,0
2021-10-06,wysokie,0.659,↑,0
2021-10-07,średnie,0.575,↓,0
2021-10-08,niskie,0.455,↓,0
2021-10-09,niskie,0.188,↓,0
2021-10-10,niskie,0.238,↑,0
2021-10-11,niskie,0.463,↑,0
2021-10-12,średnie,0.547,↑,0
2021-10-13,średnie,0.619,↑,0
2021-10-14,niskie,0.461,↓,0
2021-10-15,średnie,0.588,↑,0
2021-10-16,wysokie,0.673,↑,0
2021-10-17,niskie,0.39,↓,0
2021-10-18,niskie,0.198,↓,0
2021-10-19,niskie,0.361,↑,0
2021-10-20,wysokie,0.661,↑,0
2021-10-21,wysokie,0.802,↑,1
2021-10-22,wysokie,0.848,↑,1
2021-10-23,wysokie,0.902,↑,1
2021-10-24,wysokie,0.825,↓,1
2021-10-25,wysokie,0.791,↓,0
2021-10-26,wysokie,0.712,↓,0
2021-10-27,średnie,0.595,↓,0
2021-10-28,niskie,0.369,↓,0
2021-10-29,niskie,0.408,↑,0
2021-10-30,niskie,0.375,↓,0
2021-10-31,średnie,0.507,↑,0
2021-11-01,średnie,0.549,↑,0
2021-11-02,średnie,0.633,↑,0
2021-11-03,wysokie,0.738,↑,0
2021-11-04,wysokie,0.857,↑,0
2021-11-05,wysokie,0.89,↑,1
2021-11-06,wysokie,0.842,↓,0
2021-11-07,wysokie,0.846,↑,1
2021-11-08,wysokie,0.876,↑,1
2021-11-09,wysokie,0.812,↓,0
2021-11-10,wysokie,0.752,↓,0
2021-11-11,wysokie,0.67,↓,0
2021-11-12,średnie,0.55,↓,0
2021-11-13,średnie,0.551,↑,0
2021-11-14,średnie,0.505,↓,0
2021-11-15,niskie,0.119,↓,0
2021-11-16,niskie,0.18,↑,0
2021-11-17,niskie,0.252,↑,0
2021-11-18,niskie,0.476,↑,0
2021-11-19,wysokie,0.695,↑,1
2021-11-20,wysokie,0.778,↑,1
2021-11-21,wysokie,0.822,↑,1
2021-11-22,wysokie,0.868,↑,1
2021-11-23,wysokie,0.702,↓,1
2021-11-24,średnie,0.632,↓,0
2021-11-25,wysokie,0.719,↑,0
2021-11-26,wysokie,0.767,↑,1
2021-11-27,wysokie,0.808,↑,0
2021-11-28,wysokie,0.714,↓,0
2021-11-29,wysokie,0.78,↑,1
2021-11-30,wysokie,0.875,↑,1
2021-12-01,wysokie,0.898,↑,1
2021-12-02,wysokie,0.913,↑,1
2021-12-03,wysokie,0.897,↓,1
2021-12-04,wysokie,0.763,↓,0
2021-12-05,wysokie,0.74,↓,0
2021-12-06,niskie,0.488,↓,0
2021-12-07,niskie,0.149,↓,0
2021-12-08,niskie,0.087,↓,0
2021-12-09,niskie,0.06,↓,0
2021-12-10,niskie,0.216,↑,0
2021-12-11,niskie,0.255,↑,0
2021-12-12,niskie,0.071,↓,0
2021-12-13,niskie,0.027,↓,0
2021-12-14,niskie,0.053,↑,0
2021-12-15,niskie,0.051,↓,0
2021-12-16,niskie,0.053,↑,0
2021-12-17,niskie,0.038,↓,0
2021-12-18,niskie,0.133,↑,0
2021-12-19,niskie,0.469,↑,1
2021-12-20,wysokie,0.752,↑,1
2021-12-21,średnie,0.568,↓,0
2021-12-22,niskie,0.361,↓,0
2021-12-23,wysokie,0.69,↑,0
2021-12-24,wysokie,0.765,↑,1
2021-12-25,wysokie,0.688,↓,0
2021-12-26,niskie,0.186,↓,0
2021-12-27,niskie,0.042,↓,0
2021-12-28,niskie,0.11,↑,0
2021-12-29,niskie,0.179,↑,0
2021-12-30,niskie,0.034,↓,0
2021-12-31,niskie,0.078,↑,0
2022-01-01,niskie,0.213,↑,0
2022-01-02,wysokie,0.726,↑,0
2022-01-03,wysokie,0.831,↑,0
2022-01-04,wysokie,0.886,↑,0
2022-01-05,wysokie,0.893,↑,0
2022-01-06,wysokie,0.94,↑,1
2022-01-07,wysokie,0.835,↓,0
2022-01-08,wysokie,0.769,↓,0
2022-01-09,wysokie,0.68,↓,0
2022-01-10,wysokie,0.808,↑,0
2022-01-11,średnie,0.551,↓,0
2022-01-12,wysokie,0.662,↑,0
2022-01-13,wysokie,0.682,↑,0
2022-01-14,wysokie,0.835,↑,1
2022-01-15,wysokie,0.807,↓,1
2022-01-16,wysokie,0.84,↑,0
2022-01-17,wysokie,0.911,↑,1
2022-01-18,wysokie,0.953,↑,1
2022-01-19,wysokie,0.941,↓,0
2022-01-20,wysokie,0.921,↓,1
2022-01-21,wysokie,0.946,↑,1
2022-01-22,wysokie,0.952,↑,1
2022-01-23,wysokie,0.84,↓,0
2022-01-24,średnie,0.569,↓,0
2022-01-25,średnie,0.613,↑,0
2022-01-26,średnie,0.551,↓,0
2022-01-27,wysokie,0.68,↑,0
2022-01-28,wysokie,0.899,↑,1
2022-01-29,wysokie,0.946,↑,1
2022-01-30,wysokie,0.967,↑,1
2022-01-31,wysokie,0.98,↑,1
2022-02-01,wysokie,0.979,↓,1
2022-02-02,wysokie,0.981,↑,1
2022-02-03,wysokie,0.968,↓,1
2022-02-04,wysokie,0.938,↓,0
2022-02-05,wysokie,0.918,↓,1
2022-02-06,wysokie,0.921,↑,1
2022-02-07,wysokie,0.97,↑,1
2022-02-08,wysokie,0.958,↓,1
2022-02-09,wysokie,0.845,↓,1
2022-02-10,wysokie,0.83,↓,1
2022-02-11,wysokie,0.839,↑,1
2022-02-12,wysokie,0.743,↓,1
2022-02-13,wysokie,0.663,↓,0
2022-02-14,średnie,0.629,↓,0
2022-02-15,wysokie,0.706,↑,1
2022-02-16,wysokie,0.849,↑,1
2022-02-17,wysokie,0.898,↑,1
2022-02-18,wysokie,0.955,↑,1
2022-02-19,wysokie,0.976,↑,1
2022-02-20,wysokie,0.977,↑,1
2022-02-21,wysokie,0.968,↓,1
2022-02-22,wysokie,0.981,↑,1
2022-02-23,wysokie,0.968,↓,1
2022-02-24,wysokie,0.933,↓,0
2022-02-25,wysokie,0.941,↑,1
2022-02-26,wysokie,0.95,↑,1
2022-02-27,wysokie,0.863,↓,1
2022-02-28,wysokie,0.78,↓,1
2022-03-01,wysokie,0.805,↑,0
2022-03-02,wysokie,0.832,↑,1
2022-03-03,wysokie,0.801,↓,1
2022-03-04,wysokie,0.677,↓,1
2022-03-05,niskie,0.118,↓,0
2022-03-06,niskie,0.051,↓,0
2022-03-07,niskie,0.025,↓,0
2022-03-08,niskie,0.005,↓,0
2022-03-09,niskie,0.003,↓,0
2022-03-10,niskie,0.003,↑,0
2022-03-11,niskie,0.005,↑,0
2022-03-12,niskie,0.016,↑,0
2022-03-13,niskie,0.026,↑,0
2022-03-14,niskie,0.015,↓,0
2022-03-15,niskie,0.03,↑,0
2022-03-16,niskie,0.023,↓,0
2022-03-17,niskie,0.012,↓,0
2022-03-18,niskie,0.007,↓,0
2022-03-19,niskie,0.004,↓,0
2022-03-20,niskie,0.009,↑,0
2022-03-21,niskie,0.019,↑,0
2022-03-22,niskie,0.032,↑,0
2022-03-23,niskie,0.053,↑,0
2022-03-24,niskie,0.063,↑,0
2022-03-25,niskie,0.062,↓,0
2022-03-26,niskie,0.146,↑,0
2022-03-27,niskie,0.111,↓,0
2022-03-28,niskie,0.241,↑,0
2022-03-29,niskie,0.27,↑,0
2022-03-30,niskie,0.243,↓,0
2022-03-31,niskie,0.062,↓,0
2022-04-01,niskie,0.015,↓,0
2022-04-02,niskie,0.006,↓,0
2022-04-03,niskie,0.003,↓,0
2022-04-04,niskie,0.02,↑,0
2022-04-05,niskie,0.098,↑,0
2022-04-06,niskie,0.123,↑,0
2022-04-07,niskie,0.349,↑,0
2022-04-08,niskie,0.346,↓,0
2022-04-09,niskie,0.448,↑,0
2022-04-10,niskie,0.421,↓,0
2022-04-11,niskie,0.186,↓,0
2022-04-12,niskie,0.131,↓,0
2022-04-13,niskie,0.113,↓,0
2022-04-14,niskie,0.124,↑,0
2022-04-15,niskie,0.274,↑,0
2022-04-16,niskie,0.28,↑,0
2022-04-17,niskie,0.289,↑,0
2022-04-18,niskie,0.344,↑,0
2022-04-19,niskie,0.324,↓,0
2022-04-20,niskie,0.253,↓,0
2022-04-21,niskie,0.048,↓,0
2022-04-22,niskie,0.015,↓,0
2022-04-23,niskie,0.021,↑,0
2022-04-24,niskie,0.018,↓,0
2022-04-25,niskie,0.015,↓,0
2022-04-26,niskie,0.013,↓,0
2022-04-27,niskie,0.015,↑,0
2022-04-28,niskie,0.013,↓,0
2022-04-29,niskie,0.02,↑,0
2022-04-30,niskie,0.028,↑,0
2022-05-01,niskie,0.034,↑,0
2022-05-02,niskie,0.064,↑,0
2022-05-03,niskie,0.073,↑,0
2022-05-04,niskie,0.024,↓,0
2022-05-05,niskie,0.024,↓,0
2022-05-06,niskie,0.015,↓,0
2022-05-07,niskie,0.013,↓,0
2022-05-08,niskie,0.018,↑,0
2022-05-09,niskie,0.012,↓,0
2022-05-10,niskie,0.048,↑,0
2022-05-11,niskie,0.152,↑,0
2022-05-12,niskie,0.273,↑,0
2022-05-13,niskie,0.156,↓,0
2022-05-14,niskie,0.111,↓,0
2022-05-15,niskie,0.08,↓,0
2022-05-16,niskie,0.038,↓,0
2022-05-17,niskie,0.016,↓,0
2022-05-18,niskie,0.013,↓,0
2022-05-19,niskie,0.024,↑,0
2022-05-20,niskie,0.053,↑,0
2022-05-21,niskie,0.301,↑,1
2022-05-22,niskie,0.298,↓,0
2022-05-23,niskie,0.173,↓,0
2022-05-24,niskie,0.167,↓,0
2022-05-25,niskie,0.294,↑,0
2022-05-26,niskie,0.295,↑,0
2022-05-27,niskie,0.293,↓,0
2022-05-28,niskie,0.117,↓,0
2022-05-29,niskie,0.162,↑,0
2022-05-30,niskie,0.221,↑,0
2022-05-31,niskie,0.133,↓,0
2022-06-01,niskie,0.131,↓,0
2022-06-02,niskie,0.083,↓,0
2022-06-03,niskie,0.043,↓,0
2022-06-04,niskie,0.027,↓,0
2022-06-05,niskie,0.013,↓,0
2022-06-06,niskie,0.025,↑,0
2022-06-07,niskie,0.034,↑,0
2022-06-08,niskie,0.033,↓,0
2022-06-09,niskie,0.068,↑,0
2022-06-10,niskie,0.217,↑,0
2022-06-11,niskie,0.155,↓,0
2022-06-12,niskie,0.128,↓,0
2022-06-13,niskie,0.111,↓,0
2022-06-14,niskie,0.055,↓,0
2022-06-15,niskie,0.027,↓,0
2022-06-16,niskie,0.014,↓,0
2022-06-17,niskie,0.009,↓,0
2022-06-18,niskie,0.024,↑,0
2022-06-19,niskie,0.067,↑,0
2022-06-20,niskie,0.109,↑,0
2022-06-21,niskie,0.216,↑,0
2022-06-22,niskie,0.252,↑,0
2022-06-23,niskie,0.161,↓,0
2022-06-24,niskie,0.083,↓,0
2022-06-25,niskie,0.036,↓,0
2022-06-26,niskie,0.022,↓,0
2022-06-27,niskie,0.018,↓,0
2022-06-28,niskie,0.06,↑,0
2022-06-29,niskie,0.101,↑,0
2022-06-30,niskie,0.096,↓,0
2022-07-01,niskie,0.094,↓,0
2022-07-02,niskie,0.189,↑,0
2022-07-03,niskie,0.194,↑,0
2022-07-04,niskie,0.139,↓,0
2022-07-05,niskie,0.084,↓,0
2022-07-06,niskie,0.053,↓,0
2022-07-07,niskie,0.026,↓,0
2022-07-08,niskie,0.024,↓,0
2022-07-09,niskie,0.026,↑,0
2022-07-10,niskie,0.09,↑,0
2022-07-11,niskie,0.168,↑,0
2022-07-12,niskie,0.119,↓,1
2022-07-13,niskie,0.06,↓,0
2022-07-14,niskie,0.032,↓,0
2022-07-15,niskie,0.037,↑,0
2022-07-16,niskie,0.201,↑,1
2022-07-17,niskie,0.29,↑,1
2022-07-18,niskie,0.157,↓,0
2022-07-19,niskie,0.057,↓,0
2022-07-20,niskie,0.033,↓,0
2022-07-21,niskie,0.035,↑,0
2022-07-22,niskie,0.035,↓,0
2022-07-23,niskie,0.03,↓,0
2022-07-24,niskie,0.032,↑,0
2022-07-25,niskie,0.063,↑,0
2022-07-26,niskie,0.118,↑,0
2022-07-27,niskie,0.139,↑,0
2022-07-28,niskie,0.162,↑,0
2022-07-29,niskie,0.089,↓,0
2022-07-30,niskie,0.084,↓,0
2022-07-31,niskie,0.098,↑,0
2022-08-01,niskie,0.075,↓,0
2022-08-02,niskie,0.054,↓,0
2022-08-03,niskie,0.043,↓,0
2022-08-04,niskie,0.028,↓,0
2022-08-05,niskie,0.061,↑,0
2022-08-06,niskie,0.136,↑,0
2022-08-07,niskie,0.085,↓,0
2022-08-08,niskie,0.052,↓,0
2022-08-09,niskie,0.036,↓,0
2022-08-10,niskie,0.024,↓,0
2022-08-11,niskie,0.021,↓,0
2022-08-12,niskie,0.02,↓,0
2022-08-13,niskie,0.031,↑,0
2022-08-14,niskie,0.066,↑,0
2022-08-15,niskie,0.232,↑,0
2022-08-16,niskie,0.41,↑,0
2022-08-17,niskie,0.432,↑,0
2022-08-18,niskie,0.165,↓,0
2022-08-19,niskie,0.078,↓,0
2022-08-20,niskie,0.16,↑,0
2022-08-21,niskie,0.299,↑,0
2022-08-22,niskie,0.361,↑,0
2022-08-23,niskie,0.129,↓,0
2022-08-24,niskie,0.054,↓,0
2022-08-25,niskie,0.05,↓,0
2022-08-26,niskie,0.053,↑,0
2022-08-27,niskie,0.041,↓,0
2022-08-28,niskie,0.037,↓,0
2022-08-29,niskie,0.047,↑,0
2022-08-30,niskie,0.109,↑,0
2022-08-31,niskie,0.18,↑,0
2022-09-01,niskie,0.155,↓,0
2022-09-02,niskie,0.056,↓,0
2022-09-03,niskie,0.023,↓,0
2022-09-04,niskie,0.017,↓,0
2022-09-05,niskie,0.013,↓,0
2022-09-06,niskie,0.018,↑,0
2022-09-07,niskie,0.037,↑,0
2022-09-08,niskie,0.078,↑,0
2022-09-09,niskie,0.245,↑,0
2022-09-10,niskie,0.322,↑,0
2022-09-11,niskie,0.324,↑,0
2022-09-12,niskie,0.176,↓,0
2022-09-13,niskie,0.328,↑,0
2022-09-14,niskie,0.306,↓,0
2022-09-15,niskie,0.227,↓,0
2022-09-16,niskie,0.142,↓,0
2022-09-17,niskie,0.206,↑,0
2022-09-18,niskie,0.223,↑,0
2022-09-19,niskie,0.33,↑,0
2022-09-20,niskie,0.445,↑,0
2022-09-21,niskie,0.43,↓,0
2022-09-22,niskie,0.412,↓,0
2022-09-23,niskie,0.355,↓,0
2022-09-24,niskie,0.222,↓,0
2022-09-25,niskie,0.183,↓,0
2022-09-26,niskie,0.286,↑,0
2022-09-27,niskie,0.295,↑,0
2022-09-28,średnie,0.514,↑,0
2022-09-29,wysokie,0.666,↑,0
2022-09-30,średnie,0.623,↓,0
2022-10-01,średnie,0.638,↑,0
2022-10-02,średnie,0.571,↓,0
2022-10-03,niskie,0.5,↓,0
2022-10-04,niskie,0.389,↓,0
2022-10-05,niskie,0.235,↓,0
2022-10-06,niskie,0.337,↑,0
2022-10-07,niskie,0.379,↑,0
2022-10-08,niskie,0.395,↑,0
2022-10-09,niskie,0.481,↑,0
2022-10-10,średnie,0.623,↑,0
2022-10-11,wysokie,0.728,↑,0
2022-10-12,wysokie,0.729,↑,0
2022-10-13,wysokie,0.727,↓,0
2022-10-14,wysokie,0.715,↓,0
2022-10-15,wysokie,0.693,↓,0
2022-10-16,wysokie,0.731,↑,0
2022-10-17,średnie,0.521,↓,0
2022-10-18,niskie,0.435,↓,0
2022-10-19,średnie,0.549,↑,1
2022-10-20,niskie,0.423,↓,0
2022-10-21,niskie,0.472,↑,0
2022-10-22,niskie,0.451,↓,0
2022-10-23,niskie,0.347,↓,0
2022-10-24,niskie,0.376,↑,0
2022-10-25,niskie,0.309,↓,0
2022-10-26,niskie,0.311,↑,0
2022-10-27,niskie,0.198,↓,0
2022-10-28,niskie,0.193,↓,0
2022-10-29,niskie,0.281,↑,0
2022-10-30,niskie,0.281,↓,0
2022-10-31,niskie,0.152,↓,0
2022-11-01,niskie,0.228,↑,0
2022-11-02,niskie,0.177,↓,0
2022-11-03,niskie,0.233,↑,0
2022-11-04,niskie,0.234,↑,0
2022-11-05,niskie,0.4,↑,0
2022-11-06,niskie,0.354,↓,0
2022-11-07,niskie,0.453,↑,0
2022-11-08,niskie,0.215,↓,0
2022-11-09,niskie,0.261,↑,0
2022-11-10,niskie,0.386,↑,0
2022-11-11,niskie,0.183,↓,0
2022-11-12,niskie,0.123,↓,0
2022-11-13,niskie,0.108,↓,0
2022-11-14,niskie,0.234,↑,0
2022-11-15,niskie,0.42,↑,0
2022-11-16,średnie,0.537,↑,0
2022-11-17,średnie,0.565,↑,0
2022-11-18,średnie,0.586,↑,0
