Data,sezon,ryzyko,prawdopodobienstwo,glowny_czynnik,kierunek,pewnosc,komunikat,epizod_rzeczywisty,epizod_Strzyza,epizod_Martwa_Wisla,epizod_Port_Polnocny
2021-01-01,zima,niskie,0.187,cos_doy,bez zmian,0.187,cos_doy – models ocenia ryzyko wezbrania na 19%. Kierunek wpływu: bez zmian. Pewność (prawdopodobieństwo z RF): 19%.,0,0,0,0
2021-01-02,zima,niskie,0.224,cos_doy,wzrost,0.224,cos_doy – models ocenia ryzyko wezbrania na 22%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 22%.,0,0,0,0
2021-01-03,zima,niskie,0.271,cos_doy,wzrost,0.271,cos_doy – models ocenia ryzyko wezbrania na 27%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 27%.,0,0,0,0
2021-01-04,zima,niskie,0.378,cos_doy,wzrost,0.378,cos_doy – models ocenia ryzyko wezbrania na 38%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 38%.,0,0,0,0
2021-01-05,zima,niskie,0.474,cos_doy,wzrost,0.474,cos_doy – models ocenia ryzyko wezbrania na 47%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 47%.,0,0,0,0
2021-01-06,zima,niskie,0.48,cos_doy,wzrost,0.48,cos_doy – models ocenia ryzyko wezbrania na 48%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 48%.,0,0,0,0
2021-01-07,zima,średnie,0.523,cos_doy,wzrost,0.523,cos_doy – models ocenia ryzyko wezbrania na 52%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 52%.,0,0,0,0
2021-01-08,zima,niskie,0.431,cos_doy,spadek,0.431,cos_doy – models ocenia ryzyko wezbrania na 43%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 43%.,0,0,0,0
2021-01-09,zima,niskie,0.435,cos_doy,wzrost,0.435,cos_doy – models ocenia ryzyko wezbrania na 44%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 44%.,0,0,0,0
2021-01-10,zima,niskie,0.259,cos_doy,spadek,0.259,cos_doy – models ocenia ryzyko wezbrania na 26%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 26%.,0,0,0,0
2021-01-11,zima,niskie,0.377,cos_doy,wzrost,0.377,cos_doy – models ocenia ryzyko wezbrania na 38%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 38%.,0,0,0,0
2021-01-12,zima,średnie,0.51,cos_doy,wzrost,0.51,cos_doy – models ocenia ryzyko wezbrania na 51%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 51%.,0,0,0,0
2021-01-13,zima,niskie,0.372,cos_doy,spadek,0.372,cos_doy – models ocenia ryzyko wezbrania na 37%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 37%.,0,0,0,0
2021-01-14,zima,wysokie,0.708,cos_doy,wzrost,0.708,cos_doy – models ocenia ryzyko wezbrania na 71%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 71%.,0,0,0,0
2021-01-15,zima,niskie,0.468,cos_doy,spadek,0.468,cos_doy – models ocenia ryzyko wezbrania na 47%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 47%.,0,0,0,0
2021-01-16,zima,niskie,0.464,cos_doy,spadek,0.464,cos_doy – models ocenia ryzyko wezbrania na 46%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 46%.,0,0,0,0
2021-01-17,zima,niskie,0.316,cos_doy,spadek,0.316,cos_doy – models ocenia ryzyko wezbrania na 32%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 32%.,0,0,0,0
2021-01-18,zima,niskie,0.243,cos_doy,spadek,0.243,cos_doy – models ocenia ryzyko wezbrania na 24%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 24%.,0,0,0,0
2021-01-19,zima,niskie,0.39,cos_doy,wzrost,0.39,cos_doy – models ocenia ryzyko wezbrania na 39%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 39%.,0,0,0,0
2021-01-20,zima,niskie,0.498,cos_doy,wzrost,0.498,cos_doy – models ocenia ryzyko wezbrania na 50%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 50%.,0,0,0,0
2021-01-21,zima,średnie,0.626,cos_doy,wzrost,0.626,cos_doy – models ocenia ryzyko wezbrania na 63%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 63%.,0,0,0,0
2021-01-22,zima,średnie,0.62,cos_doy,spadek,0.62,cos_doy – models ocenia ryzyko wezbrania na 62%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 62%.,0,0,0,0
2021-01-23,zima,wysokie,0.813,cos_doy,wzrost,0.813,cos_doy – models ocenia ryzyko wezbrania na 81%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 81%.,0,0,0,0
2021-01-24,zima,wysokie,0.776,cos_doy,spadek,0.776,cos_doy – models ocenia ryzyko wezbrania na 78%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 78%.,0,0,0,0
2021-01-25,zima,wysokie,0.868,cos_doy,wzrost,0.868,cos_doy – models ocenia ryzyko wezbrania na 87%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 87%.,0,0,0,0
2021-01-26,zima,wysokie,0.681,cos_doy,spadek,0.681,cos_doy – models ocenia ryzyko wezbrania na 68%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 68%.,0,0,0,0
2021-01-27,zima,średnie,0.518,cos_doy,spadek,0.518,cos_doy – models ocenia ryzyko wezbrania na 52%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 52%.,0,0,0,0
2021-01-28,zima,średnie,0.617,cos_doy,wzrost,0.617,cos_doy – models ocenia ryzyko wezbrania na 62%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 62%.,0,0,0,0
2021-01-29,zima,niskie,0.428,cos_doy,spadek,0.428,cos_doy – models ocenia ryzyko wezbrania na 43%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 43%.,0,0,0,0
2021-01-30,zima,wysokie,0.689,cos_doy,wzrost,0.689,cos_doy – models ocenia ryzyko wezbrania na 69%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 69%.,0,0,0,0
2021-01-31,zima,średnie,0.565,cos_doy,spadek,0.565,cos_doy – models ocenia ryzyko wezbrania na 57%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 57%.,0,0,0,0
2021-02-01,zima,niskie,0.457,cos_doy,spadek,0.457,cos_doy – models ocenia ryzyko wezbrania na 46%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 46%.,0,0,0,0
2021-02-02,zima,niskie,0.389,cos_doy,spadek,0.389,cos_doy – models ocenia ryzyko wezbrania na 39%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 39%.,0,0,0,0
2021-02-03,zima,niskie,0.33,cos_doy,spadek,0.33,cos_doy – models ocenia ryzyko wezbrania na 33%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 33%.,0,0,0,0
2021-02-04,zima,wysokie,0.799,cos_doy,wzrost,0.799,cos_doy – models ocenia ryzyko wezbrania na 80%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 80%.,0,0,0,0
2021-02-05,zima,średnie,0.568,cos_doy,spadek,0.568,cos_doy – models ocenia ryzyko wezbrania na 57%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 57%.,0,0,0,0
2021-02-06,zima,niskie,0.285,cos_doy,spadek,0.285,cos_doy – models ocenia ryzyko wezbrania na 28%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 28%.,0,0,0,0
2021-02-07,zima,niskie,0.161,cos_doy,spadek,0.161,cos_doy – models ocenia ryzyko wezbrania na 16%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 16%.,0,0,0,0
2021-02-08,zima,niskie,0.454,cos_doy,wzrost,0.454,cos_doy – models ocenia ryzyko wezbrania na 45%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 45%.,0,0,0,0
2021-02-09,zima,niskie,0.313,cos_doy,spadek,0.313,cos_doy – models ocenia ryzyko wezbrania na 31%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 31%.,0,0,0,0
2021-02-10,zima,niskie,0.273,cos_doy,spadek,0.273,cos_doy – models ocenia ryzyko wezbrania na 27%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 27%.,0,0,0,0
2021-02-11,zima,wysokie,0.684,cos_doy,wzrost,0.684,cos_doy – models ocenia ryzyko wezbrania na 68%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 68%.,0,0,0,0
2021-02-12,zima,niskie,0.364,cos_doy,spadek,0.364,cos_doy – models ocenia ryzyko wezbrania na 36%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 36%.,0,0,0,0
2021-02-13,zima,niskie,0.379,cos_doy,wzrost,0.379,cos_doy – models ocenia ryzyko wezbrania na 38%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 38%.,0,0,0,0
2021-02-14,zima,niskie,0.323,cos_doy,spadek,0.323,cos_doy – models ocenia ryzyko wezbrania na 32%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 32%.,0,0,0,0
2021-02-15,zima,niskie,0.241,cos_doy,spadek,0.241,cos_doy – models ocenia ryzyko wezbrania na 24%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 24%.,0,0,0,0
2021-02-16,zima,niskie,0.358,cos_doy,wzrost,0.358,cos_doy – models ocenia ryzyko wezbrania na 36%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 36%.,0,0,0,0
2021-02-17,zima,niskie,0.316,cos_doy,spadek,0.316,cos_doy – models ocenia ryzyko wezbrania na 32%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 32%.,0,0,0,0
2021-02-18,zima,niskie,0.323,cos_doy,wzrost,0.323,cos_doy – models ocenia ryzyko wezbrania na 32%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 32%.,0,0,0,0
2021-02-19,zima,niskie,0.284,cos_doy,spadek,0.284,cos_doy – models ocenia ryzyko wezbrania na 28%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 28%.,0,0,0,0
2021-02-20,zima,niskie,0.198,cos_doy,spadek,0.198,cos_doy – models ocenia ryzyko wezbrania na 20%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 20%.,0,0,0,0
2021-02-21,zima,niskie,0.337,cos_doy,wzrost,0.337,cos_doy – models ocenia ryzyko wezbrania na 34%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 34%.,0,0,0,0
2021-02-22,zima,niskie,0.215,cos_doy,spadek,0.215,cos_doy – models ocenia ryzyko wezbrania na 21%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 21%.,0,0,0,0
2021-02-23,zima,niskie,0.318,cos_doy,wzrost,0.318,cos_doy – models ocenia ryzyko wezbrania na 32%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 32%.,0,0,0,0
2021-02-24,zima,niskie,0.185,cos_doy,spadek,0.185,cos_doy – models ocenia ryzyko wezbrania na 19%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 19%.,0,0,0,0
2021-02-25,zima,niskie,0.127,cos_doy,spadek,0.127,cos_doy – models ocenia ryzyko wezbrania na 13%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 13%.,0,0,0,0
2021-02-26,zima,niskie,0.278,cos_doy,wzrost,0.278,cos_doy – models ocenia ryzyko wezbrania na 28%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 28%.,0,0,0,0
2021-02-27,zima,średnie,0.515,cos_doy,wzrost,0.515,cos_doy – models ocenia ryzyko wezbrania na 52%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 52%.,0,0,0,0
2021-02-28,zima,niskie,0.314,cos_doy,spadek,0.314,cos_doy – models ocenia ryzyko wezbrania na 31%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 31%.,0,0,0,0
2021-03-01,wiosna,niskie,0.304,cos_doy,spadek,0.304,cos_doy – models ocenia ryzyko wezbrania na 30%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 30%.,0,0,0,0
2021-03-02,wiosna,niskie,0.312,cos_doy,wzrost,0.312,cos_doy – models ocenia ryzyko wezbrania na 31%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 31%.,0,0,0,0
2021-03-03,wiosna,niskie,0.451,cos_doy,wzrost,0.451,cos_doy – models ocenia ryzyko wezbrania na 45%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 45%.,0,0,0,0
2021-03-04,wiosna,średnie,0.569,cos_doy,wzrost,0.569,cos_doy – models ocenia ryzyko wezbrania na 57%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 57%.,0,0,0,0
2021-03-05,wiosna,niskie,0.315,cos_doy,spadek,0.315,cos_doy – models ocenia ryzyko wezbrania na 32%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 32%.,0,0,0,0
2021-03-06,wiosna,niskie,0.267,cos_doy,spadek,0.267,cos_doy – models ocenia ryzyko wezbrania na 27%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 27%.,0,0,0,0
2021-03-07,wiosna,niskie,0.336,cos_doy,wzrost,0.336,cos_doy – models ocenia ryzyko wezbrania na 34%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 34%.,0,0,0,0
2021-03-08,wiosna,niskie,0.336,cos_doy,wzrost,0.336,cos_doy – models ocenia ryzyko wezbrania na 34%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 34%.,0,0,0,0
2021-03-09,wiosna,niskie,0.205,cos_doy,spadek,0.205,cos_doy – models ocenia ryzyko wezbrania na 21%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 21%.,0,0,0,0
2021-03-10,wiosna,niskie,0.185,cos_doy,spadek,0.185,cos_doy – models ocenia ryzyko wezbrania na 19%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 19%.,0,0,0,0
2021-03-11,wiosna,niskie,0.497,cos_doy,wzrost,0.497,cos_doy – models ocenia ryzyko wezbrania na 50%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 50%.,0,0,0,0
2021-03-12,wiosna,średnie,0.559,cos_doy,wzrost,0.559,cos_doy – models ocenia ryzyko wezbrania na 56%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 56%.,0,0,0,0
2021-03-13,wiosna,średnie,0.574,cos_doy,wzrost,0.574,cos_doy – models ocenia ryzyko wezbrania na 57%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 57%.,0,0,0,0
2021-03-14,wiosna,średnie,0.626,cos_doy,wzrost,0.626,cos_doy – models ocenia ryzyko wezbrania na 63%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 63%.,0,0,0,0
2021-03-15,wiosna,średnie,0.505,cos_doy,spadek,0.505,cos_doy – models ocenia ryzyko wezbrania na 51%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 51%.,0,0,0,0
2021-03-16,wiosna,niskie,0.303,cos_doy,spadek,0.303,cos_doy – models ocenia ryzyko wezbrania na 30%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 30%.,0,0,0,0
2021-03-17,wiosna,niskie,0.269,cos_doy,spadek,0.269,cos_doy – models ocenia ryzyko wezbrania na 27%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 27%.,0,0,0,0
2021-03-18,wiosna,niskie,0.268,cos_doy,spadek,0.268,cos_doy – models ocenia ryzyko wezbrania na 27%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 27%.,0,0,0,0
2021-03-19,wiosna,niskie,0.331,cos_doy,wzrost,0.331,cos_doy – models ocenia ryzyko wezbrania na 33%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 33%.,0,0,0,0
2021-03-20,wiosna,niskie,0.336,cos_doy,wzrost,0.336,cos_doy – models ocenia ryzyko wezbrania na 34%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 34%.,0,0,0,0
2021-03-21,wiosna,niskie,0.319,cos_doy,spadek,0.319,cos_doy – models ocenia ryzyko wezbrania na 32%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 32%.,0,0,0,0
2021-03-22,wiosna,niskie,0.143,cos_doy,spadek,0.143,cos_doy – models ocenia ryzyko wezbrania na 14%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 14%.,0,0,0,0
2021-03-23,wiosna,niskie,0.124,cos_doy,spadek,0.124,cos_doy – models ocenia ryzyko wezbrania na 12%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 12%.,0,0,0,0
2021-03-24,wiosna,niskie,0.098,cos_doy,spadek,0.098,cos_doy – models ocenia ryzyko wezbrania na 10%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 10%.,0,0,0,0
2021-03-25,wiosna,niskie,0.091,cos_doy,spadek,0.091,cos_doy – models ocenia ryzyko wezbrania na 9%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 9%.,0,0,0,0
2021-03-26,wiosna,niskie,0.084,cos_doy,spadek,0.084,cos_doy – models ocenia ryzyko wezbrania na 8%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 8%.,0,0,0,0
2021-03-27,wiosna,niskie,0.111,cos_doy,wzrost,0.111,cos_doy – models ocenia ryzyko wezbrania na 11%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 11%.,0,0,0,0
2021-03-28,wiosna,niskie,0.165,cos_doy,wzrost,0.165,cos_doy – models ocenia ryzyko wezbrania na 17%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 17%.,0,0,0,0
2021-03-29,wiosna,niskie,0.178,cos_doy,wzrost,0.178,cos_doy – models ocenia ryzyko wezbrania na 18%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 18%.,0,0,0,0
2021-03-30,wiosna,niskie,0.084,cos_doy,spadek,0.084,cos_doy – models ocenia ryzyko wezbrania na 8%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 8%.,0,0,0,0
2021-03-31,wiosna,niskie,0.046,cos_doy,spadek,0.046,cos_doy – models ocenia ryzyko wezbrania na 5%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 5%.,0,0,0,0
2021-04-01,wiosna,niskie,0.262,cos_doy,wzrost,0.262,cos_doy – models ocenia ryzyko wezbrania na 26%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 26%.,0,0,0,0
2021-04-02,wiosna,niskie,0.15,cos_doy,spadek,0.15,cos_doy – models ocenia ryzyko wezbrania na 15%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 15%.,0,0,0,0
2021-04-03,wiosna,niskie,0.139,cos_doy,spadek,0.139,cos_doy – models ocenia ryzyko wezbrania na 14%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 14%.,0,0,0,0
2021-04-04,wiosna,niskie,0.192,cos_doy,wzrost,0.192,cos_doy – models ocenia ryzyko wezbrania na 19%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 19%.,0,0,0,0
2021-04-05,wiosna,niskie,0.374,cos_doy,wzrost,0.374,cos_doy – models ocenia ryzyko wezbrania na 37%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 37%.,0,0,0,0
2021-04-06,wiosna,niskie,0.235,cos_doy,spadek,0.235,cos_doy – models ocenia ryzyko wezbrania na 23%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 23%.,0,0,0,0
2021-04-07,wiosna,niskie,0.188,cos_doy,spadek,0.188,cos_doy – models ocenia ryzyko wezbrania na 19%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 19%.,0,0,0,0
2021-04-08,wiosna,niskie,0.311,cos_doy,wzrost,0.311,cos_doy – models ocenia ryzyko wezbrania na 31%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 31%.,0,0,0,0
2021-04-09,wiosna,niskie,0.113,cos_doy,spadek,0.113,cos_doy – models ocenia ryzyko wezbrania na 11%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 11%.,0,0,0,0
2021-04-10,wiosna,niskie,0.108,cos_doy,spadek,0.108,cos_doy – models ocenia ryzyko wezbrania na 11%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 11%.,0,0,0,0
2021-04-11,wiosna,niskie,0.093,cos_doy,spadek,0.093,cos_doy – models ocenia ryzyko wezbrania na 9%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 9%.,0,0,0,0
2021-04-12,wiosna,niskie,0.228,cos_doy,wzrost,0.228,cos_doy – models ocenia ryzyko wezbrania na 23%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 23%.,0,0,0,0
2021-04-13,wiosna,niskie,0.076,cos_doy,spadek,0.076,cos_doy – models ocenia ryzyko wezbrania na 8%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 8%.,0,0,0,0
2021-04-14,wiosna,niskie,0.104,cos_doy,wzrost,0.104,cos_doy – models ocenia ryzyko wezbrania na 10%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 10%.,0,0,0,0
2021-04-15,wiosna,niskie,0.411,cos_doy,wzrost,0.411,cos_doy – models ocenia ryzyko wezbrania na 41%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 41%.,1,1,1,1
2021-04-16,wiosna,niskie,0.178,cos_doy,spadek,0.178,cos_doy – models ocenia ryzyko wezbrania na 18%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 18%.,0,0,0,0
2021-04-17,wiosna,niskie,0.127,cos_doy,spadek,0.127,cos_doy – models ocenia ryzyko wezbrania na 13%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 13%.,0,0,0,0
2021-04-18,wiosna,niskie,0.043,cos_doy,spadek,0.043,cos_doy – models ocenia ryzyko wezbrania na 4%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 4%.,0,0,0,0
2021-04-19,wiosna,niskie,0.028,cos_doy,spadek,0.028,cos_doy – models ocenia ryzyko wezbrania na 3%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 3%.,0,0,0,0
2021-04-20,wiosna,niskie,0.047,cos_doy,wzrost,0.047,cos_doy – models ocenia ryzyko wezbrania na 5%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 5%.,0,0,0,0
2021-04-21,wiosna,niskie,0.101,cos_doy,wzrost,0.101,cos_doy – models ocenia ryzyko wezbrania na 10%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 10%.,0,0,0,0
2021-04-22,wiosna,niskie,0.253,cos_doy,wzrost,0.253,cos_doy – models ocenia ryzyko wezbrania na 25%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 25%.,0,0,0,0
2021-04-23,wiosna,niskie,0.141,cos_doy,spadek,0.141,cos_doy – models ocenia ryzyko wezbrania na 14%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 14%.,0,0,0,0
2021-04-24,wiosna,niskie,0.083,cos_doy,spadek,0.083,cos_doy – models ocenia ryzyko wezbrania na 8%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 8%.,0,0,0,0
2021-04-25,wiosna,niskie,0.245,cos_doy,wzrost,0.245,cos_doy – models ocenia ryzyko wezbrania na 24%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 24%.,0,0,0,0
2021-04-26,wiosna,niskie,0.132,cos_doy,spadek,0.132,cos_doy – models ocenia ryzyko wezbrania na 13%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 13%.,0,0,0,0
2021-04-27,wiosna,niskie,0.093,cos_doy,spadek,0.093,cos_doy – models ocenia ryzyko wezbrania na 9%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 9%.,0,0,0,0
2021-04-28,wiosna,niskie,0.086,cos_doy,spadek,0.086,cos_doy – models ocenia ryzyko wezbrania na 9%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 9%.,0,0,0,0
2021-04-29,wiosna,niskie,0.204,cos_doy,wzrost,0.204,cos_doy – models ocenia ryzyko wezbrania na 20%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 20%.,0,0,0,0
2021-04-30,wiosna,niskie,0.31,cos_doy,wzrost,0.31,cos_doy – models ocenia ryzyko wezbrania na 31%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 31%.,0,0,0,0
2021-05-01,wiosna,niskie,0.234,cos_doy,spadek,0.234,cos_doy – models ocenia ryzyko wezbrania na 23%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 23%.,0,0,0,0
2021-05-02,wiosna,niskie,0.366,cos_doy,wzrost,0.366,cos_doy – models ocenia ryzyko wezbrania na 37%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 37%.,0,0,0,0
2021-05-03,wiosna,niskie,0.397,cos_doy,wzrost,0.397,cos_doy – models ocenia ryzyko wezbrania na 40%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 40%.,0,0,0,0
2021-05-04,wiosna,niskie,0.362,cos_doy,spadek,0.362,cos_doy – models ocenia ryzyko wezbrania na 36%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 36%.,0,0,0,0
2021-05-05,wiosna,niskie,0.201,cos_doy,spadek,0.201,cos_doy – models ocenia ryzyko wezbrania na 20%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 20%.,0,0,0,0
2021-05-06,wiosna,niskie,0.316,cos_doy,wzrost,0.316,cos_doy – models ocenia ryzyko wezbrania na 32%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 32%.,0,0,0,0
2021-05-07,wiosna,niskie,0.3,cos_doy,spadek,0.3,cos_doy – models ocenia ryzyko wezbrania na 30%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 30%.,0,0,0,0
2021-05-08,wiosna,niskie,0.393,cos_doy,wzrost,0.393,cos_doy – models ocenia ryzyko wezbrania na 39%. Kierunek wpływu: wzrost. Pewność (prawdopodobieństwo z RF): 39%.,0,0,0,0
2021-05-09,wiosna,niskie,0.155,cos_doy,spadek,0.155,cos_doy – models ocenia ryzyko wezbrania na 15%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 15%.,0,0,0,0
2021-05-10,wiosna,niskie,0.036,cos_doy,spadek,0.036,cos_doy – models ocenia ryzyko wezbrania na 4%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 4%.,0,0,0,0
2021-05-11,wiosna,niskie,0.035,cos_doy,spadek,0.035,cos_doy – models ocenia ryzyko wezbrania na 4%. Kierunek wpływu: spadek. Pewność (prawdopodobieństwo z RF): 4%.,0,0,0,0
