col_poziom,n_dni_epizodow,n_dni_poza,MAE_w_epizodzie,RMSE_w_epizodzie,MAE_poza_epizodem,RMSE_poza_epizodem,uwaga
Poziom_wody_max,180,1646,0.3046,0.3573,0.2938,0.3388,Metryki oparte na skalowanym P(epizod) dla modelu RF.
