Data,sezon,ryzyko,prawdopodobienstwo,glowny_czynnik,kierunek,pewnosc,komunikat,epizod_rzeczywisty,epizod_Strzyza,epizod_Martwa_Wisla,epizod_Port_Polnocny
2021-01-25,zima,wysokie,0.824,cos_doy,↑,0.824,cos_doy – model ocenia ryzyko wezbrania na 82%. Kierunek wpływu: ↑. Pewność (prawdopodobieństwo z RF): 82%.,0,0,0,0
2021-01-26,zima,średnie,0.633,cos_doy,↓,0.633,cos_doy – model ocenia ryzyko wezbrania na 63%. Kierunek wpływu: ↓. Pewność (prawdopodobieństwo z RF): 63%.,0,0,0,0
2021-01-27,zima,niskie,0.408,cos_doy,↓,0.408,cos_doy – model ocenia ryzyko wezbrania na 41%. Kierunek wpływu: ↓. Pewność (prawdopodobieństwo z RF): 41%.,0,0,0,0
2021-01-28,zima,średnie,0.519,cos_doy,↑,0.519,cos_doy – model ocenia ryzyko wezbrania na 52%. Kierunek wpływu: ↑. Pewność (prawdopodobieństwo z RF): 52%.,0,0,0,0
2021-01-29,zima,niskie,0.351,cos_doy,↓,0.351,cos_doy – model ocenia ryzyko wezbrania na 35%. Kierunek wpływu: ↓. Pewność (prawdopodobieństwo z RF): 35%.,0,0,0,0
2021-01-30,zima,średnie,0.605,cos_doy,↑,0.605,cos_doy – model ocenia ryzyko wezbrania na 60%. Kierunek wpływu: ↑. Pewność (prawdopodobieństwo z RF): 60%.,0,0,0,0
2021-01-31,zima,niskie,0.465,cos_doy,↓,0.465,cos_doy – model ocenia ryzyko wezbrania na 47%. Kierunek wpływu: ↓. Pewność (prawdopodobieństwo z RF): 47%.,0,0,0,0
2021-02-01,zima,niskie,0.365,cos_doy,↓,0.365,cos_doy – model ocenia ryzyko wezbrania na 37%. Kierunek wpływu: ↓. Pewność (prawdopodobieństwo z RF): 37%.,0,0,0,0
2021-02-02,zima,niskie,0.272,cos_doy,↓,0.272,cos_doy – model ocenia ryzyko wezbrania na 27%. Kierunek wpływu: ↓. Pewność (prawdopodobieństwo z RF): 27%.,0,0,0,0
2021-02-03,zima,niskie,0.251,cos_doy,↓,0.251,cos_doy – model ocenia ryzyko wezbrania na 25%. Kierunek wpływu: ↓. Pewność (prawdopodobieństwo z RF): 25%.,0,0,0,0
2021-02-04,zima,wysokie,0.73,cos_doy,↑,0.73,cos_doy – model ocenia ryzyko wezbrania na 73%. Kierunek wpływu: ↑. Pewność (prawdopodobieństwo z RF): 73%.,0,0,0,0
2021-02-05,zima,niskie,0.451,cos_doy,↓,0.451,cos_doy – model ocenia ryzyko wezbrania na 45%. Kierunek wpływu: ↓. Pewność (prawdopodobieństwo z RF): 45%.,0,0,0,0
2021-02-06,zima,niskie,0.206,cos_doy,↓,0.206,cos_doy – model ocenia ryzyko wezbrania na 21%. Kierunek wpływu: ↓. Pewność (prawdopodobieństwo z RF): 21%.,0,0,0,0
2021-02-07,zima,niskie,0.11,cos_doy,↓,0.11,cos_doy – model ocenia ryzyko wezbrania na 11%. Kierunek wpływu: ↓. Pewność (prawdopodobieństwo z RF): 11%.,0,0,0,0
2021-02-08,zima,niskie,0.355,cos_doy,↑,0.355,cos_doy – model ocenia ryzyko wezbrania na 36%. Kierunek wpływu: ↑. Pewność (prawdopodobieństwo z RF): 36%.,0,0,0,0
2021-02-09,zima,niskie,0.237,cos_doy,↓,0.237,cos_doy – model ocenia ryzyko wezbrania na 24%. Kierunek wpływu: ↓. Pewność (prawdopodobieństwo z RF): 24%.,0,0,0,0
